"Product title","Product vendor","Product type","Day","Net items sold","Gross sales","Discounts","Returns","Net sales","Taxes","Total sales","New customers","Returning customers"
"Best Seller Plus Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-06-15",2,4782,0,0,4782,263.01,5045.01,2,0
"SweatBand","HigherDOSE","Accessories","2025-06-15",6,294,-4.9,0,289.1,24.02,313.12,3,1
"Red Light Hat","HigherDOSE","Red Light Hat","2025-06-15",12,5415.29,-202.49,0,5212.8,371.04,5583.84,9,3
"Sauna Blanket Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-15",6,4950,0,0,4950,336.22,5286.22,6,0
"HigherDOSE Oxytocin Oil","HigherDOSE","Body Care","2025-06-15",5,375,-48.75,0,326.25,27.16,353.41,2,3
"Infrared Sauna Blanket","HigherDOSE","Wrap","2025-06-15",8,6609.29,-525.37,-669.8,5414.12,491.92,5906.04,6,3
"High Maintenance Cleaner","HigherDOSE","Accessories","2025-06-15",3,207,-6.9,0,200.1,15.63,215.73,2,1
"Turn Me on Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-15",3,2235,0,0,2235,104.3,2339.3,2,1
"SUPERCHARGE Copper Body Brush","HigherDOSE","Brush","2025-06-15",2,147.01,-7.8,0,139.21,21.11,160.32,1,1
"Red Light Hat  - Replacement Parts","HigherDOSE","Replacement Cord","2025-06-15",1,0,0,0,0,0,0,1,0
"HigherDOSE Serotonin Soak Salt","HigherDOSE","Body Care","2025-06-15",10,438.3,-3.9,0,434.4,35.71,470.11,3,4
"HigherDOSE Mat Cover","HigherDOSE","Accessories","2025-06-15",2,158,0,0,158,12.84,170.84,1,1
"PEMF Go Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-15",1,739,-12.5,0,726.5,48.13,774.63,1,0
"Dopamine Set","HigherDOSE","HOLIDAY BUNDLE","2025-06-15",1,75,0,0,75,4.3,79.3,1,0
"HigherDOSE Endorphin Oil","HigherDOSE","Body Care","2025-06-15",3,225,0,0,225,16.69,241.69,1,2
"HigherDOSE Red Light Face Mask","HigherDOSE","Face Mask","2025-06-15",8,2788.27,-261.38,0,2526.89,197.03,2723.92,8,0
"Daily Dose Ritual","HigherDOSE","Body Care","2025-06-15",1,109,0,0,109,8.99,117.99,0,1
"Infrared PEMF Go Mat","HigherDOSE","Grounding Mat","2025-06-15",4,3076.52,-158.55,0,2917.97,119.95,3037.92,3,1
"DailyDOSE Time-Marked Glass Water Bottle","HigherDOSE","Accessories","2025-06-15",1,39,-3.9,0,35.1,1.58,36.68,0,1
"Light-Activated Glow Serum","HigherDOSE","Body Care","2025-06-15",2,138,0,0,138,10.35,148.35,2,0
"(TAN) Infrared Sauna Blanket - Replacement Cord","HigherDOSE","Replacement Cord","2025-06-16",-1,50,0,-66.4,-16.4,-8.84,-25.24,0,1
"Order Protection","Order Protection","Insurance","2025-06-16",3,165.79,0,0,165.79,0,165.79,3,0
"(BLACK) Infrared Sauna Blanket - Replacement Cord","HigherDOSE","Replacement Cord","2025-06-16",1,0,0,0,0,0,0,0,1
"DailyDOSE Time-Marked Glass Water Bottle","HigherDOSE","Accessories","2025-06-16",3,117,0,0,117,7.37,124.37,1,1
"High Maintenance Cleaner","HigherDOSE","Accessories","2025-06-16",1,69,0,0,69,4.31,73.31,1,0
"HigherDOSE Endorphin Oil","HigherDOSE","Body Care","2025-06-16",2,150,0,0,150,9.69,159.69,0,2
"Infrared Sauna Blanket","HigherDOSE","Wrap","2025-06-16",-1,1487,0,-1977.6,-490.6,-59.34,-549.94,2,0
"Light-Activated Glow Serum","HigherDOSE","Body Care","2025-06-16",1,69,-7.75,0,61.25,5.13,66.38,1,0
"Best Seller Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-06-16",2,4478,0,0,4478,319.06,4797.06,2,0
"(Z) HIGH MAINTENANCE Cleaner","HigherDOSE","Comp","2025-06-16",1,0,0,0,0,0,0,0,1
"(Z) Infrared PEMF Go Mat","HigherDOSE","Comp","2025-06-16",1,0,0,0,0,0,0,0,1
"HigherDOSE Redlight FaceMask and Neck Enhancer Combo ( 1 Of Each)","HigherDOSE","Face Mask","2025-06-16",0,558,0,-558,0,2.09,2.09,1,0
"PEMF Pro Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-16",4,5276,-21,0,5255,397.28,5652.28,4,0
"HigherDOSE PEMF Pro Mat","HigherDOSE","Grounding Mat","2025-06-16",6,9381,-1071.55,-1036,7273.45,610.93,7884.38,6,1
"Microcurrent Body Sculptor Ritual Set","HigherDOSE","Body Sculptor","2025-06-16",12,4788,-225.6,0,4562.4,370.83,4933.23,4,8
"Infrared Sauna Blanket Insert","HigherDOSE","Accessories","2025-06-16",2,176.72,0,0,176.72,16.75,193.47,1,1
"(Z) HigherDOSE Mat Cover","HigherDOSE","Comp","2025-06-16",1,0,0,0,0,0,0,0,1
"Sauna Blanket Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-16",3,2475,0,0,2475,113.44,2588.44,3,0
"PEMF Go Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-16",1,1478,0,-693,785,55.53,840.53,2,0
"(Z) HigherDOSE Red Light Face Mask","HigherDOSE","Comp","2025-06-16",3,0,0,0,0,0,0,1,2
"Red Light Neck Enhancer","HigherDOSE","Red Light Neck Enhancer","2025-06-16",1,349,0,0,349,25.3,374.3,1,0
"Infrared PEMF Go Mat","HigherDOSE","Grounding Mat","2025-06-16",5,3458.32,-344,0,3114.32,245.14,3359.46,4,1
"EMF Blocking Fanny Pack","HigherDOSE","Accessories","2025-06-16",1,106.92,0,0,106.92,13.9,120.82,1,0
"HigherDOSE Serotonin Soak Salt","HigherDOSE","Body Care","2025-06-16",8,552,0,0,552,44.44,596.44,3,5
"HigherDOSE Mat Cover","HigherDOSE","Accessories","2025-06-16",3,210.98,0,0,210.98,19.44,230.42,1,2
"HigherDOSE Red Light Face Mask","HigherDOSE","Face Mask","2025-06-16",6,2443,-104.7,-279.2,2059.1,150.26,2209.36,7,0
"GO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-06-16",1,0,0,0,0,0,0,0,1
"Sauna Blanket Bag","HigherDOSE","Accessories","2025-06-16",1,99,0,0,99,8.67,107.67,0,1
"Red Light Hat","HigherDOSE","Red Light Hat","2025-06-16",7,5071.6,-382.71,-1645.34,3043.55,180.53,3224.08,8,3
"High-Dration Powder","HigherDOSE","Consumables","2025-06-16",3,117,0,0,117,6.44,123.44,0,2
"Red Light Skin Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-16",1,609,0,0,609,50.25,659.25,1,0
"HigherDOSE Oxytocin Oil","HigherDOSE","Body Care","2025-06-16",2,150,-7.5,0,142.5,12.18,154.68,1,1
"(TAN) Infrared Sauna Blanket - Replacement Cord","HigherDOSE","Replacement Cord","2025-06-17",1,50,0,0,50,4.45,54.45,0,1
"Order Protection","Order Protection","Insurance","2025-06-17",6,95.85,0,0,95.85,1.04,96.89,4,2
"(Z) Red Light Neck Enhancer","HigherDOSE","Comp","2025-06-17",1,0,0,0,0,0,0,0,1
"(Z) HigherDOSE Serotonin Soak Salt","HigherDOSE","Comp","2025-06-17",1,0,0,0,0,0,0,0,1
"(Z) Oxytocin Oil ( Full Size Sample)","HigherDOSE","Comp","2025-06-17",1,0,0,0,0,0,0,0,1
"LED RED Light Face Mask Hardware","HigherDOSE","Replacement Parts","2025-06-17",1,50,0,0,50,5.14,55.14,0,1
"Red Light Skin Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-17",2,1218,0,0,1218,88.3,1306.3,1,1
"HigherDOSE Redlight FaceMask and Neck Enhancer Combo ( 1 Of Each)","HigherDOSE","Face Mask","2025-06-17",1,558,0,0,558,39.06,597.06,0,1
"Infrared Sauna Blanket","HigherDOSE","Wrap","2025-06-17",6,4982,-756.2,-699,3526.8,242.53,3769.33,5,2
"Best Seller Plus Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-06-17",1,2391,0,0,2391,167.37,2558.37,1,0
"Sauna Blanket Bag","HigherDOSE","Accessories","2025-06-17",1,69.3,0,0,69.3,0,69.3,1,0
"HigherDOSE Red Light Face Mask","HigherDOSE","Face Mask","2025-06-17",10,3490.15,-296.41,0,3193.74,266.51,3460.25,7,2
"DailyDOSE Time-Marked Glass Water Bottle","HigherDOSE","Accessories","2025-06-17",3,117,0,0,117,10.85,127.85,1,2
"GO Mat Replacement Cord - UK/Europe","HigherDOSE","Replacement Cord","2025-06-17",1,51.35,0,0,51.35,6.68,58.03,0,1
"Red Light Hat","HigherDOSE","Red Light Hat","2025-06-17",17,7877.02,-615.76,0,7261.26,386.3,7647.56,10,5
"Daily Dose Ritual","HigherDOSE","Body Care","2025-06-17",1,109,0,0,109,6.54,115.54,1,0
"HigherDOSE Serotonin Soak Salt","HigherDOSE","Body Care","2025-06-17",2,138,-15.97,0,122.03,8.28,130.31,0,2
"Red Light Hat  - Replacement Parts","HigherDOSE","Replacement Cord","2025-06-17",1,0,0,0,0,0,0,0,1
"HigherDOSE Endorphin Oil","HigherDOSE","Body Care","2025-06-17",1,75,0,0,75,4.69,79.69,0,1
"HigherDOSE Transdermal Magnesium Spray","HigherDOSE","Body Care","2025-06-17",2,70,-5.25,0,64.75,4.59,69.34,2,0
"HigherDOSE Oxytocin Oil","HigherDOSE","Body Care","2025-06-17",1,75,-30.73,0,44.27,1.63,45.9,0,1
"HigherDOSE PEMF Pro Mat","HigherDOSE","Grounding Mat","2025-06-17",3,3964,-385.05,0,3578.95,256.39,3835.34,2,1
"Infrared Sauna Blanket Insert","HigherDOSE","Accessories","2025-06-17",6,674,-26.7,0,647.3,33.58,680.88,2,3
"(Z) Infrared Sauna Blanket","HigherDOSE","Comp","2025-06-17",1,0,0,0,0,0,0,0,1
"The Sweat it Out Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-06-17",3,2187,0,0,2187,123.95,2310.95,3,0
"PEMF Pro Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-17",4,5276,0,0,5276,402.32,5678.32,4,0
"The Supermom Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-06-17",1,924,0,0,924,55.44,979.44,1,0
"Mask - Replacement Cord","HigherDOSE","Replacement Cord","2025-06-17",1,50,0,0,50,3.31,53.31,0,1
"PRO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-06-17",1,0,0,0,0,0,0,0,1
"Microcurrent Body Sculptor Ritual Set","HigherDOSE","Body Sculptor","2025-06-17",10,3990,-252.6,0,3737.4,275.5,4012.9,2,8
"(Z) Infrared Sauna Blanket Insert ( All variants)","HigherDOSE","Comp","2025-06-17",1,0,0,0,0,0,0,0,1
"Red Light Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-17",2,1438,-50.85,0,1387.15,102.11,1489.26,1,1
"SweatBand","HigherDOSE","Accessories","2025-06-17",1,49,0,0,49,2.94,51.94,0,1
"Sauna Blanket Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-17",0,825,0,-825,0,16.49,16.49,1,0
"Infrared PEMF Go Mat","HigherDOSE","Grounding Mat","2025-06-17",3,2097,-139.8,0,1957.2,154.26,2111.46,3,0
"HigherDOSE Redlight FaceMask and Neck Enhancer Combo ( 1 Of Each)","HigherDOSE","Face Mask","2025-06-18",-1,0,0,-558,-558,-48.13,-606.13,0,0
"HigherDOSE Transdermal Magnesium Spray","HigherDOSE","Body Care","2025-06-18",1,35,0,0,35,2.19,37.19,0,1
"HigherDOSE Endorphin Oil","HigherDOSE","Body Care","2025-06-18",2,150,0,0,150,7.22,157.22,0,2
"Turn Me on Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-18",0,745,0,-699,46,9.37,55.37,1,0
"Infrared PEMF Go Mat","HigherDOSE","Grounding Mat","2025-06-18",-3,699,0,-2321.9,-1622.9,-137.61,-1760.51,1,0
"Red Light Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-18",1,719,0,0,719,61.83,780.83,1,0
"Sauna Blanket Bag","HigherDOSE","Accessories","2025-06-18",-1,0,0,-79.2,-79.2,-5.55,-84.75,0,0
"High Maintenance Cleaner","HigherDOSE","Accessories","2025-06-18",1,69,0,0,69,4.31,73.31,0,1
"The Sweat it Out Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-06-18",0,729,0,-684,45,26.85,71.85,1,0
"SUPERCHARGE Copper Body Brush","HigherDOSE","Brush","2025-06-18",4,276,-17.25,0,258.75,13.59,272.34,3,1
"(Z) HigherDOSE Mat Cover","HigherDOSE","Comp","2025-06-18",2,0,0,0,0,0,0,0,2
"Mask - Replacement Cord","HigherDOSE","Replacement Cord","2025-06-18",3,0,0,0,0,0,0,2,1
"Red Light Hat","HigherDOSE","Red Light Hat","2025-06-18",12,9559.83,-580.87,-3457.3,5521.66,361.5,5883.16,13,3
"HigherDOSE Red Light Face Mask","HigherDOSE","Face Mask","2025-06-18",9,4173.44,-120.69,-907.4,3145.35,295.14,3440.49,6,2
"(Z) Red Light Hat","HigherDOSE",,"2025-06-18",4,0,0,0,0,0,0,4,0
"PEMF Pro Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-18",-1,1319,0,-2548,-1229,-107.87,-1336.87,1,0
"Infrared Sauna Blanket","HigherDOSE","Wrap","2025-06-18",5,6558,-629.1,-2559.7,3369.2,293.83,3663.03,4,4
"Light-Activated Glow Serum","HigherDOSE","Body Care","2025-06-18",6,403.65,-24.15,0,379.5,22.67,402.17,2,4
"PEMF Go Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-18",0,739,0,-693,46,-6.25,39.75,1,0
"Red Light Hat  - Replacement Parts","HigherDOSE","Replacement Cord","2025-06-18",2,0,0,0,0,0,0,1,1
"HigherDOSE Serotonin Soak Salt","HigherDOSE","Body Care","2025-06-18",6,354,-5.85,0,348.15,24.05,372.2,3,3
"HigherDOSE Mat Cover","HigherDOSE","Accessories","2025-06-18",0,79,-11.85,-47.2,19.95,-0.23,19.72,1,0
"Endorphin Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-18",1,159,0,0,159,6.36,165.36,1,0
"Red Light Skin Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-18",-1,0,0,-590.25,-590.25,-32.46,-622.71,0,0
"Best Seller Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-06-18",2,4478,0,0,4478,291.07,4769.07,2,0
"Detox Drops","HigherDOSE","Consumables","2025-06-18",1,29,0,0,29,0,29,0,1
"(Z) HigherDOSE PEMF Pro Mat","HigherDOSE","Comp","2025-06-18",4,0,0,0,0,0,0,3,1
"(Z) Sweat Band","HigherDOSE","Accessories","2025-06-18",1,0,0,0,0,0,0,0,1
"(Z) HIGH MAINTENANCE Cleaner","HigherDOSE","Comp","2025-06-18",1,0,0,0,0,0,0,1,0
"Oxytocin Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-18",1,155,0,0,155,6.2,161.2,1,0
"Red Light Neck Enhancer","HigherDOSE","Red Light Neck Enhancer","2025-06-18",3,1047,-129.25,0,917.75,68.92,986.67,2,1
"GO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-06-18",2,50,0,0,50,3.63,53.63,0,2
"Microcurrent Body Sculptor Ritual Set","HigherDOSE","Body Sculptor","2025-06-18",11,4389,-434.35,0,3954.65,258.34,4212.99,4,7
"(Z) Infrared Sauna Blanket","HigherDOSE","Comp","2025-06-18",4,0,0,0,0,0,0,2,2
"Full Spectrum Infrared Sauna","HigherDOSE","Infrared Sauna","2025-06-18",1,7999,-1100,0,6899,413.94,7312.94,1,0
"Sauna Blanket Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-18",1,1650,0,-825,825,86.76,911.76,1,1
"HigherDOSE PEMF Pro Mat","HigherDOSE","Grounding Mat","2025-06-18",1,6633,-720.15,-4333.6,1579.25,124.02,1703.27,5,0
"Infrared Sauna Blanket Insert","HigherDOSE","Accessories","2025-06-18",5,595.6,0,0,595.6,65.65,661.25,3,1
"(Z) Infrared Sauna Blanket Insert ( All variants)","HigherDOSE","Comp","2025-06-18",5,0,0,0,0,0,0,2,3
"Dopamine Set","HigherDOSE","HOLIDAY BUNDLE","2025-06-18",1,75,0,0,75,6.56,81.56,1,0
"(Z) HigherDOSE Red Light Face Mask","HigherDOSE","Comp","2025-06-18",3,0,0,0,0,0,0,2,1
"GO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-06-19",1,0,0,0,0,0,0,0,1
"Red Light Neck Enhancer","HigherDOSE","Red Light Neck Enhancer","2025-06-19",1,349,-52.35,0,296.65,0,296.65,1,0
"(Z) Red Light Neck Enhancer","HigherDOSE","Comp","2025-06-19",3,0,0,0,0,0,0,2,1
"PEMF Pro Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-19",2,2638,0,0,2638,83.09,2721.09,2,0
"(Z) Detox Drops","HigherDOSE","Comp","2025-06-19",8,0,0,0,0,0,0,8,0
"HigherDOSE Red Light Face Mask","HigherDOSE","Face Mask","2025-06-19",7,2458.91,-226.85,0,2232.06,128.09,2360.15,5,2
"HigherDOSE Transdermal Magnesium Spray","HigherDOSE","Body Care","2025-06-19",2,70,-3.5,0,66.5,5.05,71.55,2,0
"High Maintenance Cleaner","HigherDOSE","Accessories","2025-06-19",2,138,-6.9,0,131.1,11.05,142.15,1,1
"(Z) HigherDOSE Mat Cover","HigherDOSE","Comp","2025-06-19",1,0,0,0,0,0,0,0,1
"HigherDOSE Endorphin Oil","HigherDOSE","Body Care","2025-06-19",1,63.75,0,0,63.75,5.61,69.36,0,1
"Infrared Sauna Blanket","HigherDOSE","Wrap","2025-06-19",7,5462,-511.25,0,4950.75,404.13,5354.88,7,0
"SUPERCHARGE Copper Body Brush","HigherDOSE","Brush","2025-06-19",3,207,-17.25,0,189.75,14.14,203.89,1,2
"(Z) HIGH MAINTENANCE Cleaner","HigherDOSE","Comp","2025-06-19",1,0,0,0,0,0,0,0,1
"Sauna Blanket Bag","HigherDOSE","Accessories","2025-06-19",1,99,-19.45,0,79.55,7.06,86.61,0,1
"(Z) HigherDOSE PEMF Pro Mat","HigherDOSE","Comp","2025-06-19",1,0,0,0,0,0,0,1,0
"eGift Card","Giftwizard","Gift Card","2025-06-19",2,200,0,0,200,0,200,1,0
"Mask - Replacement Cord","HigherDOSE","Replacement Cord","2025-06-19",3,50,0,0,50,2.75,52.75,2,1
"(Z) Sweat Band","HigherDOSE","Accessories","2025-06-19",1,0,0,0,0,0,0,0,1
"(Z) Infrared PEMF Go Mat","HigherDOSE","Comp","2025-06-19",1,0,0,0,0,0,0,1,0
"(TAN) Infrared Sauna Blanket - Replacement Cord","HigherDOSE","Replacement Cord","2025-06-19",1,50,0,0,50,3.63,53.63,1,0
"(Z) Red Light Hat","HigherDOSE",,"2025-06-19",3,0,0,0,0,0,0,1,2
"Red Light Hat","HigherDOSE","Red Light Hat","2025-06-19",21,9356.17,-688.47,0,8667.7,600.64,9268.34,17,4
"Infrared PEMF Go Mat","HigherDOSE","Grounding Mat","2025-06-19",4,2855,-285.5,0,2569.5,182.27,2751.77,3,1
"(Z) Infrared Sauna Blanket Insert ( All variants)","HigherDOSE","Comp","2025-06-19",2,0,0,0,0,0,0,2,0
"Light-Activated Glow Serum","HigherDOSE","Body Care","2025-06-19",4,265.65,-6.9,0,258.75,21.04,279.79,1,2
"(Z) Glow Serum","HigherDOSE","Comp","2025-06-19",2,0,0,0,0,0,0,1,1
"PEMF Go Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-19",1,739,0,0,739,65.78,804.78,1,0
"(Z) HigherDOSE Endorphin Oil","HigherDOSE","Comp","2025-06-19",2,0,0,0,0,0,0,1,1
"(Z) Infrared Sauna Blanket","HigherDOSE","Comp","2025-06-19",3,0,0,0,0,0,0,2,1
"Infrared Sauna Blanket Insert","HigherDOSE","Accessories","2025-06-19",5,445,-76.95,0,368.05,31.94,399.99,1,4
"HigherDOSE Redlight FaceMask and Neck Enhancer Combo ( 1 Of Each)","HigherDOSE","Face Mask","2025-06-19",1,558,0,0,558,43.25,601.25,1,0
"(Z) HigherDOSE Red Light Face Mask","HigherDOSE","Comp","2025-06-19",7,0,0,0,0,0,0,3,3
"Red Light Hat  - Replacement Parts","HigherDOSE","Replacement Cord","2025-06-19",1,0,0,0,0,0,0,1,0
"HigherDOSE Mat Cover","HigherDOSE","Accessories","2025-06-19",1,79,-7.9,0,71.1,4.48,75.58,1,0
"HigherDOSE Serotonin Soak Salt","HigherDOSE","Body Care","2025-06-19",8,666.15,-162.65,0,503.5,39.61,543.11,2,5
"SweatBand","HigherDOSE","Accessories","2025-06-19",1,49,-7.35,0,41.65,3.02,44.67,0,1
"(Z) SUPERCHARGE Copper Body Brush","HigherDOSE","Comp","2025-06-19",9,0,0,0,0,0,0,9,0
"(Z) Oxytocin Oil ( Full Size Sample)","HigherDOSE","Comp","2025-06-19",9,0,0,0,0,0,0,9,0
"DailyDOSE Time-Marked Glass Water Bottle","HigherDOSE","Accessories","2025-06-19",3,117,-7.8,0,109.2,8.94,118.14,1,1
"Microcurrent Body Sculptor Ritual Set","HigherDOSE","Body Sculptor","2025-06-19",12,4788,-239.1,0,4548.9,330.52,4879.42,5,6
"HigherDOSE PEMF Pro Mat","HigherDOSE","Grounding Mat","2025-06-19",10,13266,-938.1,0,12327.9,960.24,13288.14,9,1
"PRO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-06-19",1,50,0,0,50,3,53,0,1
"(Z) HigherDOSE Transdermal Magnesium Spray","HigherDOSE","Comp","2025-06-19",1,0,0,0,0,0,0,1,0
"(Z) HigherDOSE Serotonin Soak Salt","HigherDOSE","Comp","2025-06-19",15,0,0,0,0,0,0,10,1
"Sauna Blanket Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-19",2,1650,0,0,1650,104.16,1754.16,1,1
"Full Spectrum Infrared Sauna","HigherDOSE","Infrared Sauna","2025-06-19",1,7999,0,0,7999,479.94,8478.94,0,1
"Infrared Sauna Blanket","HigherDOSE","Wrap","2025-06-20",2,1398,-69.9,0,1328.1,109.84,1437.94,2,0
"HigherDOSE Redlight FaceMask and Neck Enhancer Combo ( 1 Of Each)","HigherDOSE","Face Mask","2025-06-20",0,558,0,-558,0,-20.23,-20.23,1,0
"Light-Activated Glow Serum","HigherDOSE","Body Care","2025-06-20",1,69,-6.9,0,62.1,4.19,66.29,1,0
"PEMF Go Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-20",1,739,0,0,739,55.43,794.43,1,0
"HigherDOSE Transdermal Magnesium Spray","HigherDOSE","Body Care","2025-06-20",4,140,-33.78,0,106.22,9.78,116,3,1
"GO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-06-20",3,0,0,0,0,0,0,0,3
"Infrared PEMF Go Mat","HigherDOSE","Grounding Mat","2025-06-20",2,1229.6,0,0,1229.6,56.8,1286.4,2,0
"SUPERCHARGE Copper Body Brush","HigherDOSE","Brush","2025-06-20",1,91.11,-9.11,0,82,0,82,1,0
"SweatBand","HigherDOSE","Accessories","2025-06-20",1,49,-4.9,0,44.1,3.64,47.74,1,0
"Sauna Blanket Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-20",3,2475,-46.4,0,2428.6,193.05,2621.65,2,1
"Mask - Replacement Cord","HigherDOSE","Replacement Cord","2025-06-20",2,50,0,0,50,3.82,53.82,1,1
"(Z) HigherDOSE Mat Cover","HigherDOSE","Comp","2025-06-20",1,0,0,0,0,0,0,0,1
"After Bedtime Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-06-20",3,507,0,0,507,39.93,546.93,2,1
"HigherDOSE PEMF Pro Mat","HigherDOSE","Grounding Mat","2025-06-20",4,5259,-529.85,0,4729.15,316.17,5045.32,4,0
"HigherDOSE Endorphin Oil","HigherDOSE","Body Care","2025-06-20",5,363.75,-45.88,0,317.87,26.13,344,3,2
"PEMF TESTER Magnet For PEMF Devices","HigherDOSE","Replacement Cord","2025-06-20",1,0,0,0,0,0,0,0,1
"The Sweat it Out Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-06-20",1,729,0,0,729,37.8,766.8,1,0
"PEMF Pro Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-20",1,1319,0,0,1319,102.23,1421.23,1,0
"Red Light Skin Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-20",2,1218,0,0,1218,74.91,1292.91,2,0
"The Supermom Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-06-20",2,1848,-7.36,0,1840.64,147.27,1987.91,2,0
"Detox Drops","HigherDOSE","Consumables","2025-06-20",9,247.95,-26.54,0,221.41,13.26,234.67,3,5
"Red Light Hat","HigherDOSE","Red Light Hat","2025-06-20",20,9553.29,-561.25,-359.2,8632.84,609.93,9242.77,16,5
"HigherDOSE Serotonin Soak Salt","HigherDOSE","Body Care","2025-06-20",4,150.15,-42.9,0,107.25,8.25,115.5,1,3
"Red Light Hat  - Replacement Parts","HigherDOSE","Replacement Cord","2025-06-20",1,0,0,0,0,0,0,0,1
"HigherDOSE Mat Cover","HigherDOSE","Accessories","2025-06-20",3,217,-25.65,0,191.35,12.74,204.09,3,0
"Microcurrent Body Sculptor Ritual Set","HigherDOSE","Body Sculptor","2025-06-20",13,5187,-488.2,0,4698.8,362.9,5061.7,4,8
"PRO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-06-20",1,50,0,0,50,4.38,54.38,0,1
"HigherDOSE Red Light Face Mask","HigherDOSE","Face Mask","2025-06-20",6,2094,-214,0,1880,148.2,2028.2,4,2
"Turn Me on Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-20",1,745,0,0,745,61.46,806.46,1,0
"High-Dration Powder","HigherDOSE","Consumables","2025-06-20",7,237.9,-3.9,0,234,17.27,251.27,1,3
"(Z) HigherDOSE Red Light Face Mask","HigherDOSE","Comp","2025-06-20",3,0,0,0,0,0,0,1,2
"Red Light Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-20",3,2157,0,0,2157,188.75,2345.75,2,1
"Infrared Sauna Blanket Insert","HigherDOSE","Accessories","2025-06-20",2,178,-8.9,0,169.1,10.16,179.26,2,0
"(Z) Red Light Hat","HigherDOSE",,"2025-06-20",1,0,0,0,0,0,0,0,1
"(Z) Infrared Sauna Blanket","HigherDOSE","Comp","2025-06-20",2,0,0,0,0,0,0,0,2
"High Maintenance Cleaner","HigherDOSE","Accessories","2025-06-20",1,69,-6.9,0,62.1,5.12,67.22,1,0
"HigherDOSE Oxytocin Oil","HigherDOSE","Body Care","2025-06-20",5,363.75,-149.57,0,214.18,17.16,231.34,0,3
"DailyDOSE Time-Marked Glass Water Bottle","HigherDOSE","Accessories","2025-06-20",1,39,-0.32,0,38.68,3,41.68,1,0
"LED RED Light Face Mask Straps","HigherDOSE","Replacement Parts","2025-06-20",1,0,0,0,0,0,0,1,0
"(Z) Infrared PEMF Go Mat","HigherDOSE","Comp","2025-06-20",1,0,0,0,0,0,0,0,1
"Sculpting Activator Gel","HigherDOSE","Body Care","2025-06-20",1,49,-4.9,0,44.1,3.64,47.74,1,0
"HigherDOSE Transdermal Magnesium Spray","HigherDOSE","Body Care","2025-06-21",2,70,-10.67,0,59.33,4.96,64.29,0,1
"PEMF Pro Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-21",7,9233,-12.5,0,9220.5,682.39,9902.89,4,3
"Sauna Blanket Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-21",2,1650,0,0,1650,127.88,1777.88,1,1
