"Product title","Product vendor","Product type","Day","Net items sold","Gross sales","Discounts","Returns","Net sales","Taxes","Total sales","New customers","Returning customers"
"HigherDOSE Red Light Face Mask","HigherDOSE","Face Mask","2025-06-21",6,2094,-174.5,0,1919.5,153.61,2073.11,3,3
"Red Light Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-21",3,2157,0,0,2157,192.35,2349.35,3,0
"Infrared Sauna Blanket","HigherDOSE","Wrap","2025-06-21",4,3002.34,-213.95,0,2788.39,245.07,3033.46,4,0
"(Z) HigherDOSE Endorphin Oil","HigherDOSE","Comp","2025-06-21",2,0,0,0,0,0,0,0,1
"SweatBand","HigherDOSE","Accessories","2025-06-21",1,49,-4.9,0,44.1,2.78,46.88,1,0
"HigherDOSE PEMF Pro Mat","HigherDOSE","Grounding Mat","2025-06-21",4,5417,-675.15,0,4741.85,321.37,5063.22,3,1
"PEMF Go Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-21",2,1478,0,0,1478,78.52,1556.52,1,1
"Light-Activated Glow Serum","HigherDOSE","Body Care","2025-06-21",4,276,-38.26,0,237.74,18.95,256.69,1,2
"Infrared Sauna Blanket Insert","HigherDOSE","Accessories","2025-06-21",2,178,-37.73,0,140.27,11.13,151.4,1,1
"(BLACK) Infrared Sauna Blanket - Replacement Cord","HigherDOSE","Replacement Cord","2025-06-21",0,0,0,0,0,0,0,0,1
"Mask - Replacement Cord","HigherDOSE","Replacement Cord","2025-06-21",2,0,0,0,0,0,0,1,1
"Red Light Hat","HigherDOSE","Red Light Hat","2025-06-21",8,3592,-246.95,0,3345.05,249.22,3594.27,8,0
"DailyDOSE Time-Marked Glass Water Bottle","HigherDOSE","Accessories","2025-06-21",1,39,-3.9,0,35.1,2.19,37.29,1,0
"(Z) HigherDOSE Red Light Face Mask","HigherDOSE","Comp","2025-06-21",2,0,0,0,0,0,0,0,2
"Red Light Skin Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-21",1,609,0,0,609,36.54,645.54,1,0
"(Z) Infrared Sauna Blanket","HigherDOSE","Comp","2025-06-21",2,0,0,0,0,0,0,0,2
"After Bedtime Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-06-21",1,169,0,0,169,6.76,175.76,1,0
"Microcurrent Body Sculptor Ritual Set","HigherDOSE","Body Sculptor","2025-06-21",17,6783,-501.9,0,6281.1,440.97,6722.07,10,7
"GO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-06-21",1,0,0,0,0,0,0,0,1
"HigherDOSE Oxytocin Oil","HigherDOSE","Body Care","2025-06-21",4,300,-112.67,0,187.33,15.2,202.53,1,3
"(Z) Sweat Band","HigherDOSE","Accessories","2025-06-21",1,0,0,0,0,0,0,0,1
"Infrared PEMF Go Mat","HigherDOSE","Grounding Mat","2025-06-21",2,1398,-69.9,0,1328.1,134.21,1462.31,1,1
"HigherDOSE Mat Cover","HigherDOSE","Accessories","2025-06-21",2,158,-12.5,0,145.5,10.64,156.14,1,1
"HigherDOSE Serotonin Soak Salt","HigherDOSE","Body Care","2025-06-21",7,267.15,-15.6,0,251.55,20.26,271.81,4,1
"SUPERCHARGE Copper Body Brush","HigherDOSE","Brush","2025-06-21",4,276,-27.6,0,248.4,19.35,267.75,4,0
"HigherDOSE Endorphin Oil","HigherDOSE","Body Care","2025-06-21",2,150,-20,0,130,12.51,142.51,2,0
"The Sweat it Out Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-06-21",1,729,-32.7,0,696.3,55.7,752,0,1
"Red Light Neck Enhancer","HigherDOSE","Red Light Neck Enhancer","2025-06-21",1,349,-52.35,0,296.65,20.77,317.42,1,0
"PRO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-06-21",1,0,0,0,0,0,0,0,1
"Detox Drops","HigherDOSE","Consumables","2025-06-21",1,29,-2.9,0,26.1,0,26.1,1,0
"High Maintenance Cleaner","HigherDOSE","Accessories","2025-06-21",1,69,0,0,69,5.52,74.52,0,1
"(Z) Infrared PEMF Go Mat","HigherDOSE","Comp","2025-06-21",1,0,0,0,0,0,0,0,1
"High-Dration Powder","HigherDOSE","Consumables","2025-06-21",5,177.45,-20.42,0,157.03,5.39,162.42,1,4
"Sauna Blanket Bag","HigherDOSE","Accessories","2025-06-22",1,99,-52.66,0,46.34,4.79,51.13,0,1
"Red Light Skin Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-22",1,609,-106.46,0,502.54,43.97,546.51,0,1
"(Z) Infrared PEMF Go Mat","HigherDOSE","Comp","2025-06-22",1,0,0,0,0,0,0,0,1
"Infrared PEMF Go Mat","HigherDOSE","Grounding Mat","2025-06-22",3,2052.53,-69.9,0,1982.63,205.77,2188.4,2,1
"Red Light Neck Enhancer","HigherDOSE","Red Light Neck Enhancer","2025-06-22",1,349,-38.7,0,310.3,16.36,326.66,0,1
"Infrared Sauna Blanket","HigherDOSE","Wrap","2025-06-22",9,6692.5,-463.25,0,6229.25,463.54,6692.79,8,1
"Daily Dose Ritual","HigherDOSE","Body Care","2025-06-22",1,109,0,0,109,11.18,120.18,1,0
"HigherDOSE Transdermal Magnesium Spray","HigherDOSE","Body Care","2025-06-22",4,129.5,-3.5,0,126,7.34,133.34,1,3
"Red Light Hat","HigherDOSE","Red Light Hat","2025-06-22",18,8082,-793,0,7289,559.09,7848.09,15,3
"HigherDOSE Oxytocin Oil","HigherDOSE","Body Care","2025-06-22",4,277.5,-11.25,0,266.25,19.16,285.41,2,2
"PRO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-06-22",1,50,0,0,50,4.32,54.32,0,1
"Light-Activated Glow Serum","HigherDOSE","Body Care","2025-06-22",1,69,0,0,69,4.14,73.14,1,0
"Red Light Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-22",3,2157,0,0,2157,169.87,2326.87,3,0
"HigherDOSE Serotonin Soak Salt","HigherDOSE","Body Care","2025-06-22",6,504.3,-27.35,0,476.95,37.47,514.42,2,4
"HigherDOSE Red Light Face Mask","HigherDOSE","Face Mask","2025-06-22",7,2443,-152.1,0,2290.9,163.38,2454.28,7,0
"HigherDOSE PEMF Pro Mat","HigherDOSE","Grounding Mat","2025-06-22",3,3964,-388.5,0,3575.5,301.05,3876.55,3,0
"High-Dration Powder","HigherDOSE","Consumables","2025-06-22",6,234,-15.6,0,218.4,11.51,229.91,0,3
"PEMF Pro Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-22",1,1319,0,0,1319,128.61,1447.61,1,0
"Endorphin Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-22",1,159,-60.65,0,98.35,4.16,102.51,0,1
"Ultimate Biohacking Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-06-22",1,2779,0,0,2779,232.75,3011.75,1,0
"SUPERCHARGE Copper Body Brush","HigherDOSE","Brush","2025-06-22",5,340.84,-6.48,0,334.36,30.97,365.33,3,1
"DailyDOSE Time-Marked Glass Water Bottle","HigherDOSE","Accessories","2025-06-22",0,78,0,-78,0,0,0,1,1
"Sauna Blanket Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-22",4,3300,0,0,3300,250.59,3550.59,4,0
"The Sweat it Out Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-06-22",1,729,0,0,729,43.74,772.74,1,0
"Infrared Sauna Blanket Insert","HigherDOSE","Accessories","2025-06-22",6,534,-96.29,0,437.71,34.47,472.18,4,2
"Microcurrent Body Sculptor Ritual Set","HigherDOSE","Body Sculptor","2025-06-22",9,3591,-321.64,0,3269.36,255.96,3525.32,6,3
"GO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-06-22",1,0,0,0,0,0,0,0,1
"HigherDOSE Endorphin Oil","HigherDOSE","Body Care","2025-06-22",2,138.75,-11.25,0,127.5,9.42,136.92,0,2
"After Bedtime Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-06-22",1,169,0,0,169,13.95,182.95,1,0
"EMF Blocking Fanny Pack","HigherDOSE","Accessories","2025-06-22",2,178,-13.35,0,164.65,12.33,176.98,2,0
"High Maintenance Cleaner","HigherDOSE","Accessories","2025-06-22",1,69,0,0,69,3.8,72.8,0,1
"PEMF Go Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-22",3,2217,-18.75,0,2198.25,178,2376.25,3,0
"Turn Me on Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-22",1,745,-18.75,0,726.25,63.55,789.8,1,0
"Sauna Blanket Bag","HigherDOSE","Accessories","2025-06-23",1,99,0,0,99,8.17,107.17,1,0
"The Supermom Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-06-23",3,2772,0,0,2772,233.31,3005.31,3,0
"HigherDOSE Redlight FaceMask and Neck Enhancer Combo ( 1 Of Each)","HigherDOSE","Face Mask","2025-06-23",1,558,0,0,558,34.04,592.04,1,0
"SUPERCHARGE Copper Body Brush","HigherDOSE","Brush","2025-06-23",1,69,0,0,69,6.55,75.55,1,0
"Red Light Skin Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-23",1,609,0,0,609,44.16,653.16,1,0
"Infrared Sauna Blanket","HigherDOSE","Wrap","2025-06-23",3,2310,-69.9,0,2240.1,153.33,2393.43,3,0
"(Z) DailyDOSE Water Bottle","HigherDOSE","Accessories","2025-06-23",3,0,0,0,0,0,0,3,0
"Light-Activated Glow Serum","HigherDOSE","Body Care","2025-06-23",4,265.65,-49.34,0,216.31,16.01,232.32,1,3
"(TAN) Infrared Sauna Blanket - Replacement Cord","HigherDOSE","Replacement Cord","2025-06-23",1,50,0,0,50,3.18,53.18,0,1
"Order Protection","Order Protection","Insurance","2025-06-23",35,490.85,-2.06,0,488.79,9.65,498.44,25,10
"(Z) HigherDOSE PEMF Pro Mat","HigherDOSE","Comp","2025-06-23",2,0,0,0,0,0,0,0,2
"High-Dration Powder","HigherDOSE","Consumables","2025-06-23",1,33.15,0,0,33.15,0,33.15,0,1
"(Z) Red Light Neck Enhancer","HigherDOSE","Comp","2025-06-23",2,0,0,0,0,0,0,0,2
"(Z) Detox Drops","HigherDOSE","Comp","2025-06-23",3,0,0,0,0,0,0,3,0
"(Z) High-Dration Powder","HigherDOSE","Comp","2025-06-23",3,0,0,0,0,0,0,3,0
"High Maintenance Cleaner","HigherDOSE","Accessories","2025-06-23",2,138,-49.33,0,88.67,6.66,95.33,0,2
"(Z) Infrared Sauna Blanket","HigherDOSE","Comp","2025-06-23",2,0,0,0,0,0,0,1,1
"Infrared Sauna Blanket Insert","HigherDOSE","Accessories","2025-06-23",2,318,-36.25,0,281.75,17.16,298.91,1,1
"HigherDOSE Endorphin Oil","HigherDOSE","Body Care","2025-06-23",1,75,0,0,75,6.19,81.19,1,0
"HigherDOSE PEMF Pro Mat","HigherDOSE","Grounding Mat","2025-06-23",4,5259,-259,0,5000,392.1,5392.1,4,0
"HigherDOSE Transdermal Magnesium Spray","HigherDOSE","Body Care","2025-06-23",2,64.75,-10.5,0,54.25,5.26,59.51,0,2
"(BLACK) Infrared Sauna Blanket - Replacement Cord","HigherDOSE","Replacement Cord","2025-06-23",1,0,0,0,0,0,0,0,1
"Sauna Blanket Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-23",3,2475,-12.5,0,2462.5,205.04,2667.54,3,0
"PEMF Pro Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-23",2,2638,-12.5,0,2625.5,216.63,2842.13,2,0
"HigherDOSE Red Light Face Mask","HigherDOSE","Face Mask","2025-06-23",6,2687.3,-254.99,-593.3,1839.01,130.94,1969.95,6,2
"Infrared PEMF Go Mat","HigherDOSE","Grounding Mat","2025-06-23",6,4253,-244.65,0,4008.35,300.35,4308.7,4,2
"SweatBand","HigherDOSE","Accessories","2025-06-23",-1,0,0,-44.1,-44.1,-2.8,-46.9,0,0
"PRO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-06-23",2,100,0,0,100,7.13,107.13,1,1
"(Z) Body Sculptor Ritual Set","HigherDOSE","Body Sculptor","2025-06-23",12,0,0,0,0,0,0,3,9
"The Sweat it Out Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-06-23",1,729,0,0,729,43.74,772.74,1,0
"(Z) HigherDOSE Red Light Face Mask","HigherDOSE","Comp","2025-06-23",3,0,0,0,0,0,0,0,3
"PEMF Go Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-23",2,1478,0,0,1478,96.07,1574.07,2,0
"Detox Drops","HigherDOSE","Consumables","2025-06-23",1,24.65,0,0,24.65,0.56,25.21,0,1
"Microcurrent Body Sculptor Ritual Set","HigherDOSE","Body Sculptor","2025-06-23",8,3192,-359.1,0,2832.9,199.95,3032.85,3,5
"Red Light Hat","HigherDOSE","Red Light Hat","2025-06-23",13,6862.62,-484.21,-718.4,5660.01,285.97,5945.98,12,2
"Red Light Neck Enhancer","HigherDOSE","Red Light Neck Enhancer","2025-06-23",1,349,-52.35,0,296.65,24.47,321.12,0,1
"DailyDOSE Time-Marked Glass Water Bottle","HigherDOSE","Accessories","2025-06-23",1,39,0,0,39,3.22,42.22,0,1
"HigherDOSE Mat Cover","HigherDOSE","Accessories","2025-06-23",1,79,-7.9,0,71.1,5.86,76.96,1,0
"HigherDOSE Serotonin Soak Salt","HigherDOSE","Body Care","2025-06-23",9,399.3,-55.63,0,343.67,27.96,371.63,4,4
"(Z) Red Light Hat","HigherDOSE",,"2025-06-23",1,0,0,0,0,0,0,0,1
"HigherDOSE Oxytocin Oil","HigherDOSE","Body Care","2025-06-23",3,213.75,0,0,213.75,16.45,230.2,0,3
"(Z) Sweat Band","HigherDOSE","Accessories","2025-06-24",1,0,0,0,0,0,0,0,1
"HigherDOSE Red Light Face Mask","HigherDOSE","Face Mask","2025-06-24",4,2443,-383.9,-837.6,1221.5,102.4,1323.9,7,0
"Microcurrent Body Sculptor Ritual Set","HigherDOSE","Body Sculptor","2025-06-24",5,1995,-119.7,0,1875.3,135.6,2010.9,2,3
"(BLACK) Infrared Sauna Blanket - Replacement Cord","HigherDOSE","Replacement Cord","2025-06-24",1,50,0,0,50,4.88,54.88,1,0
"HigherDOSE PEMF Pro Mat","HigherDOSE","Grounding Mat","2025-06-24",4,7982.72,-861.5,-2135.2,4986.02,455.99,5442.01,5,1
"Order Protection","Order Protection","Insurance","2025-06-24",38,653.36,-5.44,0,647.92,5.32,653.24,27,11
"(Z) HigherDOSE Red Light Face Mask","HigherDOSE","Comp","2025-06-24",5,0,0,0,0,0,0,2,3
"(Z) High-Dration Powder","HigherDOSE","Comp","2025-06-24",1,0,0,0,0,0,0,0,1
"Oxytocin Set","HigherDOSE","HOLIDAY BUNDLE","2025-06-24",0,0,0,0,0,0,0,1,0
"HigherDOSE Transdermal Magnesium Spray","HigherDOSE","Body Care","2025-06-24",2,59.5,0,0,59.5,4.28,63.78,0,2
"(Z) Body Sculptor Ritual Set","HigherDOSE","Body Sculptor","2025-06-24",1,0,0,0,0,0,0,0,1
"High-Dration Powder","HigherDOSE","Consumables","2025-06-24",3,117,-7.8,0,109.2,5.08,114.28,1,1
"Mask - Replacement Cord","HigherDOSE","Replacement Cord","2025-06-24",1,0,0,0,0,0,0,0,1
"Infrared PEMF Go Mat","HigherDOSE","Grounding Mat","2025-06-24",-1,2156,-75.8,-2446.5,-366.3,-130.19,-496.49,3,0
"PRO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-06-24",1,50,0,0,50,3,53,0,1
"Detox Drops","HigherDOSE","Consumables","2025-06-24",2,58,-5.19,0,52.81,1.91,54.72,0,2
"Red Light Neck Enhancer","HigherDOSE","Red Light Neck Enhancer","2025-06-24",-2,0,0,-598,-598,-51.52,-649.52,0,0
"SUPERCHARGE Copper Body Brush","HigherDOSE","Brush","2025-06-24",4,276,-49.31,0,226.69,10.85,237.54,2,2
"Red Light Skin Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-24",3,1827,0,0,1827,118,1945,3,0
"Infrared Sauna Blanket","HigherDOSE","Wrap","2025-06-24",-1,2381,-183.65,-2306.7,-109.35,97.31,-12.04,3,0
"Red Light Hat","HigherDOSE","Red Light Hat","2025-06-24",7,6465.6,-367.14,-3105.1,2993.36,145.39,3138.75,14,1
"HigherDOSE Endorphin Oil","HigherDOSE","Body Care","2025-06-24",1,75,0,0,75,6.19,81.19,1,0
"(Z) 100% Organic Cotton Bath Robe","HigherDOSE","Comp","2025-06-24",1,0,0,0,0,0,0,0,1
"Light-Activated Glow Serum","HigherDOSE","Body Care","2025-06-24",3,196.65,-13.8,0,182.85,14.69,197.54,2,1
"(Z) EMF BLOCKING FANNY PACK","HigherDOSE","Accessories","2025-06-24",1,0,0,0,0,0,0,0,1
"The Sweat it Out Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-06-24",2,1458,0,0,1458,122.84,1580.84,2,0
"(Z) Infrared PEMF Go Mat","HigherDOSE","Comp","2025-06-24",2,0,0,0,0,0,0,0,2
"HigherDOSE Redlight FaceMask and Neck Enhancer Combo ( 1 Of Each)","HigherDOSE","Face Mask","2025-06-24",4,2232,0,0,2232,176.48,2408.48,4,0
"High Maintenance Cleaner","HigherDOSE","Accessories","2025-06-24",2,138,-49.3,0,88.7,7.74,96.44,1,1
"DailyDOSE Time-Marked Glass Water Bottle","HigherDOSE","Accessories","2025-06-24",2,78,-45.97,0,32.03,2.56,34.59,0,2
"Turn Me on Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-24",0,745,0,-745,0,-13.04,-13.04,1,0
"SweatBand","HigherDOSE","Accessories","2025-06-24",-1,0,0,-49,-49,-4.29,-53.29,0,0
"HigherDOSE Oxytocin Oil","HigherDOSE","Body Care","2025-06-24",2,150,-35,0,115,10.39,125.39,1,1
"(Z) HigherDOSE Endorphin Oil","HigherDOSE","Comp","2025-06-24",1,0,0,0,0,0,0,0,1
"(Z) Glow Serum","HigherDOSE","Comp","2025-06-24",3,0,0,0,0,0,0,0,1
"PEMF Pro Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-24",4,5276,0,0,5276,406.27,5682.27,2,1
"Infrared Sauna Blanket Insert","HigherDOSE","Accessories","2025-06-24",3,496,-43.25,-71.2,381.55,28.58,410.13,2,2
"Red Light Hat  - Replacement Parts","HigherDOSE","Replacement Cord","2025-06-24",1,0,0,0,0,0,0,1,0
"HigherDOSE Serotonin Soak Salt","HigherDOSE","Body Care","2025-06-24",5,255,0,0,255,17.93,272.93,2,1
"HigherDOSE Mat Cover","HigherDOSE","Accessories","2025-06-24",4,289.27,-90.85,0,198.42,19.41,217.83,2,2
"Sauna Blanket Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-24",1,825,0,0,825,68.06,893.06,1,0
"PEMF Go Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-24",1,739,0,0,739,60.97,799.97,1,0
"(Z) Glow Serum","HigherDOSE","Comp","2025-06-25",2,0,0,0,0,0,0,1,0
"HigherDOSE Redlight FaceMask and Neck Enhancer Combo ( 1 Of Each)","HigherDOSE","Face Mask","2025-06-25",3,1674,-11.68,0,1662.32,120.29,1782.61,3,0
"(Z) HigherDOSE Serotonin Soak Salt","HigherDOSE","Comp","2025-06-25",9,0,0,0,0,0,0,2,0
"Red Light Neck Enhancer","HigherDOSE","Red Light Neck Enhancer","2025-06-25",3,1047,-12.5,0,1034.5,76.14,1110.64,1,2
"(Z) Body Sculptor Ritual Set","HigherDOSE","Body Sculptor","2025-06-25",3,0,0,0,0,0,0,1,0
"(Z) Infrared Sauna Blanket Insert ( All variants)","HigherDOSE","Comp","2025-06-25",2,0,0,0,0,0,0,1,0
"(Z) HigherDOSE Red Light Face Mask","HigherDOSE","Comp","2025-06-25",6,0,0,0,0,0,0,2,3
"(Z) Red Light Hat","HigherDOSE",,"2025-06-25",4,0,0,0,0,0,0,2,1
"(Z) Red Light Neck Enhancer","HigherDOSE","Comp","2025-06-25",2,0,0,0,0,0,0,1,0
"PEMF Go Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-25",1,739,0,0,739,44.34,783.34,1,0
"HigherDOSE PEMF Pro Mat","HigherDOSE","Grounding Mat","2025-06-25",1,2590,-323.75,-1295,971.25,62.81,1034.06,2,0
"The Sweat it Out Bundle","HigherDOSE","HOLIDAY BUNDLE","2025-06-25",1,1458,0,-684,774,56.94,830.94,2,0
"High-Dration Powder","HigherDOSE","Consumables","2025-06-25",10,372.45,-144.98,0,227.47,12.97,240.44,0,6
"(Z) Infrared PEMF Go Mat","HigherDOSE","Comp","2025-06-25",1,0,0,0,0,0,0,1,0
"Microcurrent Body Sculptor Ritual Set","HigherDOSE","Body Sculptor","2025-06-25",14,5586,-539.75,0,5046.25,365.4,5411.65,5,9
"(Z) HigherDOSE Mat Bag","HigherDOSE","Comp","2025-06-25",1,0,0,0,0,0,0,1,0
"DailyDOSE Time-Marked Glass Water Bottle","HigherDOSE","Accessories","2025-06-25",8,312,-39,0,273,23.34,296.34,2,1
"(Z) Infrared Sauna Blanket","HigherDOSE","Comp","2025-06-25",2,0,0,0,0,0,0,1,0
"(Z) HigherDOSE Mat Cover","HigherDOSE","Comp","2025-06-25",6,0,0,0,0,0,0,1,0
"Infrared PEMF Go Mat","HigherDOSE","Grounding Mat","2025-06-25",2,2215,-113.7,-594.15,1507.15,134.65,1641.8,2,1
"Oxytocin Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-25",1,155,-12.19,0,142.81,8.57,151.38,0,1
"HigherDOSE Endorphin Oil","HigherDOSE","Body Care","2025-06-25",1,75,-7.5,0,67.5,5.57,73.07,0,1
"HigherDOSE Serotonin Soak Salt","HigherDOSE","Body Care","2025-06-25",5,234,-22.27,-99,112.73,8.32,121.05,6,0
"HigherDOSE Mat Cover","HigherDOSE","Accessories","2025-06-25",0,79,-11.85,-79,-11.85,-1.33,-13.18,1,0
"HigherDOSE Red Light Face Mask","HigherDOSE","Face Mask","2025-06-25",6,1981.8,-311.85,0,1669.95,106.39,1776.34,5,1
"HigherDOSE Oxytocin Oil","HigherDOSE","Body Care","2025-06-25",4,266.25,-7.5,0,258.75,18.08,276.83,1,2
"EMF Blocking Fanny Pack","HigherDOSE","Accessories","2025-06-25",1,89,0,0,89,5.6,94.6,1,0
"SUPERCHARGE Copper Body Brush","HigherDOSE","Brush","2025-06-25",1,69,-10.35,0,58.65,3.11,61.76,1,0
"Red Light Hat","HigherDOSE","Red Light Hat","2025-06-25",19,8611.88,-297.94,0,8313.94,609.79,8923.73,15,4
"HighDration Kit","HigherDOSE","Brush","2025-06-25",6,294,-22.67,0,271.33,22.11,293.44,1,2
"(Z) Sauna Blanket Bag","HigherDOSE","Comp","2025-06-25",2,0,0,0,0,0,0,1,0
"(Z) HIGH MAINTENANCE Cleaner","HigherDOSE","Comp","2025-06-25",5,0,0,0,0,0,0,1,0
"(Z) HigherDOSE Endorphin Oil","HigherDOSE","Comp","2025-06-25",2,0,0,0,0,0,0,1,0
"HigherDOSE Transdermal Magnesium Spray","HigherDOSE","Body Care","2025-06-25",1,35,-3.5,0,31.5,2.61,34.11,1,0
"(Z) DailyDOSE Water Bottle","HigherDOSE","Accessories","2025-06-25",3,0,0,0,0,0,0,2,0
"Detox Drops","HigherDOSE","Consumables","2025-06-25",2,58,-11.81,0,46.19,1.65,47.84,1,1
"(Z) High-Dration Powder","HigherDOSE","Comp","2025-06-25",2,0,0,0,0,0,0,2,0
"Infrared Sauna Blanket Insert","HigherDOSE","Accessories","2025-06-25",2,178,-17.8,0,160.2,10.09,170.29,2,0
"Order Protection","Order Protection","Insurance","2025-06-25",40,461.88,-9.5,-37.95,414.43,7.04,421.47,23,20
"(TAN) Infrared Sauna Blanket - Replacement Cord","HigherDOSE","Replacement Cord","2025-06-25",-1,0,0,-50,-50,-3.5,-53.5,0,0
"Light-Activated Glow Serum","HigherDOSE","Body Care","2025-06-25",1,69,-17.25,0,51.75,5.44,57.19,1,0
"Full Spectrum Infrared Sauna","HigherDOSE","Infrared Sauna","2025-06-25",1,7999,0,0,7999,504.94,8503.94,1,0
"Infrared Sauna Blanket","HigherDOSE","Wrap","2025-06-25",5,3786.71,-388.81,0,3397.9,168.41,3566.31,3,2
"GO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-06-25",1,0,0,0,0,0,0,0,1
"SweatBand","HigherDOSE","Accessories","2025-06-25",0,49,0,-49,0,0,0,1,0
"Red Light Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-25",1,719,0,0,719,59.32,778.32,1,0
"(Z) HigherDOSE PEMF Pro Mat","HigherDOSE","Comp","2025-06-25",1,0,0,0,0,0,0,1,0
"High-Dration Powder","HigherDOSE","Consumables","2025-06-26",3,111.15,-15.6,0,95.55,0,95.55,1,2
"Mask - Replacement Cord","HigherDOSE","Replacement Cord","2025-06-26",4,0,0,0,0,0,0,0,4
"Microcurrent Body Sculptor Ritual Set","HigherDOSE","Body Sculptor","2025-06-26",15,5985,-438.9,0,5546.1,385.17,5931.27,11,4
"Infrared Sauna Blanket Insert","HigherDOSE","Accessories","2025-06-26",0,89,-8.9,-229,-148.9,-14.32,-163.22,1,0
"DailyDOSE Time-Marked Glass Water Bottle","HigherDOSE","Accessories","2025-06-26",2,78,-3.9,0,74.1,5.67,79.77,0,2
"Red Light Hat","HigherDOSE","Red Light Hat","2025-06-26",9,4624.52,-289.58,-359.2,3975.74,267.97,4243.71,7,3
"Red Light Hat  - Replacement Parts","HigherDOSE","Replacement Cord","2025-06-26",2,0,0,0,0,0,0,0,2
"HigherDOSE Mat Cover","HigherDOSE","Accessories","2025-06-26",-1,0,0,-67.15,-67.15,-3.56,-70.71,0,0
"HigherDOSE Serotonin Soak Salt","HigherDOSE","Body Care","2025-06-26",3,117,-11.7,0,105.3,6.98,112.28,1,0
"Red Light Neck Enhancer","HigherDOSE","Red Light Neck Enhancer","2025-06-26",3,942.3,-139.6,0,802.7,41.53,844.23,3,0
"High Maintenance Cleaner (Refill)","HigherDOSE","Accessories","2025-06-26",2,117.3,0,0,117.3,9.98,127.28,0,2
"(Z) Glow Serum","HigherDOSE","Comp","2025-06-26",1,0,0,0,0,0,0,0,1
"High Maintenance Cleaner","HigherDOSE","Accessories","2025-06-26",1,69,-53.95,0,15.05,1.54,16.59,0,1
"PEMF Pro Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-26",-2,0,0,-2458,-2458,-199.72,-2657.72,0,0
"HigherDOSE Red Light Face Mask","HigherDOSE","Face Mask","2025-06-26",2,1396,-191.95,-628.2,575.85,37.87,613.72,4,0
"Red Light Skin Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-26",2,1218,0,0,1218,50.24,1268.24,1,1
"EMF Blocking Fanny Pack","HigherDOSE","Accessories","2025-06-26",2,178,-8.9,0,169.1,12.4,181.5,2,0
"(Z) Red Light Hat","HigherDOSE",,"2025-06-26",1,0,0,0,0,0,0,0,1
"Red Light Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-26",1,719,0,0,719,63.82,782.82,1,0
"HigherDOSE Endorphin Oil","HigherDOSE","Body Care","2025-06-26",1,63.75,0,0,63.75,3.83,67.58,0,1
"PEMF Go Mat Starter Kit","HigherDOSE","HOLIDAY BUNDLE","2025-06-26",2,3695,0,-2126,1569,92.94,1661.94,5,0
"GO Mat Replacement Cord - US/Canada","HigherDOSE","Replacement Cord","2025-06-26",1,0,0,0,0,0,0,0,1
"HigherDOSE Oxytocin Oil","HigherDOSE","Body Care","2025-06-26",2,75,-11.25,0,63.75,5.26,69.01,0,2
