"Product title","Product type","Day","Net items sold","Gross sales","Discounts","Returns","Net sales","Taxes","Total sales","New customers","Returning customers"
"Light-Activated Glow Serum","Face & Neck","2025-03-17",3,196.65,-6.9,0,189.75,13.84,203.59,2,1
"High-Dration Powder","Infrared Sauna","2025-03-17",5,189.15,-37.66,0,151.49,2.08,153.57,0,4
"(Z) Glow Serum","Comp","2025-03-17",5,0,0,0,0,0,0,3,1
"PRO Mat Replacement Cord - US/Canada","Replacement Cord","2025-03-17",2,0,0,0,0,0,0,0,2
"HigherDOSE Serotonin Soak Salt","Body Care","2025-03-17",5,369.15,-25.85,0,343.3,22.4,365.7,1,4
"Red Light Skin Starter Kit","Rituals & Kits","2025-03-17",1,609,0,0,609,50.24,659.24,1,0
"HigherDOSE PEMF Pro Mat","PEMF","2025-03-17",15,19978,-1670.1,0,18307.9,1354.27,19662.17,12,3
"DailyDOSE Time-Marked Glass Water Bottle","Tools & Accessories","2025-03-17",1,39,0,0,39,3.61,42.61,0,1
"(Z) HigherDOSE Mat Bag","Comp","2025-03-17",4,0,0,0,0,0,0,0,1
"Red Light Hat  - Replacement Parts","Replacement Cord","2025-03-17",2,0,0,0,0,0,0,0,2
"(Z) Infrared PEMF Go Mat","Comp","2025-03-17",1,0,0,0,0,0,0,0,1
"UPS 2nd Day Air (Upgrade)","Paid Shipping","2025-03-17",3,148.98,0,0,148.98,10.58,159.56,0,0
"SweatBand","Tools & Accessories","2025-03-17",2,98,-12.25,0,85.75,6.85,92.6,0,2
"PEMF Pro Mat Starter Kit","Rituals & Kits","2025-03-17",8,10552,-108.3,0,10443.7,683.87,11127.57,6,2
"Detox Drops","Lymphatic","2025-03-17",5,145,-38.59,0,106.41,5.59,112,1,2
"(Z) SUPERCHARGE Copper Body Brush","Comp","2025-03-17",30,0,0,0,0,0,0,0,1
"HigherDOSE Heat-Activated Endorphin Oil","Body Care","2025-03-17",3,225,-18.75,0,206.25,17.31,223.56,1,2
"Oxytocin Kit","Rituals & Kits","2025-03-17",1,128,-1.69,0,126.31,7.58,133.89,1,0
"Glow Serum Sample Card ( 3 pouches in a sample card)",,"2025-03-17",50,0,0,0,0,0,0,0,1
"(TAN) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-03-17",2,100,0,0,100,7.32,107.32,1,1
"(Z) Red Light Hat",,"2025-03-17",1,0,0,0,0,0,0,0,1
"(Z) HigherDOSE Oxytocin Oil ( Sample pouches card)","Comp","2025-03-17",50,0,0,0,0,0,0,0,1
"Endorphin Kit","Rituals & Kits","2025-03-17",1,169,0,0,169,13.1,182.1,1,0
"LED RED Light Face Mask Straps","Replacement Parts","2025-03-17",1,0,0,0,0,0,0,0,1
"(Z) High-Dration Powder","Comp","2025-03-17",1,0,0,0,0,0,0,0,1
"Red Light Starter Kit","Rituals & Kits","2025-03-17",2,1438,0,0,1438,100.66,1538.66,0,2
"PEMF Go Mat Starter Kit","Rituals & Kits","2025-03-17",3,2217,-18.75,0,2198.25,155.93,2354.18,3,0
"(Z) HigherDOSE Mat Cover","Comp","2025-03-17",1,0,0,0,0,0,0,0,1
"HigherDOSE Mat Cover","Tools & Accessories","2025-03-17",6,434,-11.85,0,422.15,30.09,452.24,4,1
"(Z) Oxytocin Oil ( Full Size Sample)","Comp","2025-03-18",30,0,0,0,0,0,0,0,1
"SweatBand","Tools & Accessories","2025-03-18",4,196,-57.25,0,138.75,9.62,148.37,3,1
"(Z) Infrared PEMF Go Mat","Comp","2025-03-18",1,0,0,0,0,0,0,0,1
"UPS 2nd Day Air (Upgrade)","Paid Shipping","2025-03-18",1,99,0,0,99,6.93,105.93,0,1
"GO Mat Replacement Cord - US/Canada","Replacement Cord","2025-03-18",2,50,0,0,50,2,52,0,2
"Red Light Skin Starter Kit","Rituals & Kits","2025-03-18",1,609,0,0,609,40.35,649.35,1,0
"HigherDOSE PEMF Pro Mat","PEMF","2025-03-18",4,5338,-194.25,0,5143.75,458.4,5602.15,4,0
"Red Light Neck Enhancer","Face & Neck","2025-03-18",0,349,-52.35,-296.65,0,-3.71,-3.71,0,1
"HigherDOSE Heat-Activated Endorphin Oil","Body Care","2025-03-18",3,213.75,-18.75,0,195,13.46,208.46,3,0
"PEMF Pro Mat Starter Kit","Rituals & Kits","2025-03-18",3,6595,-12.5,-2638,3944.5,218.47,4162.97,3,2
"(TAN) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-03-18",3,0,0,0,0,0,0,0,3
"(Z) Red Light Hat",,"2025-03-18",3,0,0,0,0,0,0,1,1
"(Z) HigherDOSE PEMF Pro Mat","Comp","2025-03-18",1,0,0,0,0,0,0,1,0
"HigherDOSE Mat Cover","Tools & Accessories","2025-03-18",0,79,0,-53.1,25.9,4.29,30.19,1,0
"(Z) HigherDOSE Mat Cover","Comp","2025-03-18",2,0,0,0,0,0,0,1,1
"Red Light Starter Kit","Rituals & Kits","2025-03-18",1,719,0,0,719,62.92,781.92,1,0
"PEMF Go Mat Starter Kit","Rituals & Kits","2025-03-18",2,1478,0,0,1478,103.46,1581.46,2,0
"Best Seller Bundle","Rituals & Kits","2025-03-18",1,2239,0,0,2239,184.73,2423.73,1,0
"Endorphin Kit","Rituals & Kits","2025-03-18",2,338,-55.1,0,282.9,23.02,305.92,1,1
"Epic Bundle","Rituals & Kits","2025-03-18",1,1199,0,0,1199,98.93,1297.93,1,0
"HigherDOSE Light-Activated Oxytocin Oil","Body Care","2025-03-18",1,75,-7.5,0,67.5,0,67.5,1,0
"Infrared Sauna Blanket","Infrared Sauna","2025-03-18",10,8585.07,-667.15,-1229,6688.92,524.11,7213.03,6,6
"Mask - Replacement Cord","Replacement Cord","2025-03-18",2,0,0,0,0,0,0,0,2
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-03-18",4,150,0,0,150,10.44,160.44,1,3
"(Z) Infrared Sauna Blanket","Comp","2025-03-18",2,0,0,0,0,0,0,0,2
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2025-03-18",2,1116,0,0,1116,89.99,1205.99,2,0
"HigherDOSE Transdermal Magnesium Spray","Body Care","2025-03-18",2,70,-35,0,35,2.32,37.32,0,2
"(Z) HigherDOSE Red Light Face Mask","Comp","2025-03-18",4,0,0,0,0,0,0,1,2
"(Z) Red Light Neck Enhancer","Comp","2025-03-18",2,0,0,0,0,0,0,1,0
"HigherDOSE Red Light Face Mask","Face & Neck","2025-03-18",6,3500.18,-291.7,-1308.75,1899.73,97.35,1997.08,9,1
"Infrared Sauna Blanket Insert","Infrared Sauna","2025-03-18",6,623,-35.6,-229,358.4,20.25,378.65,4,2
"Infrared PEMF Go Mat","PEMF","2025-03-18",6,5188,-458.45,-682.2,4047.35,357.3,4404.65,6,1
"Sauna Blanket Bag","Tools & Accessories","2025-03-18",1,99,-14.85,0,84.15,4.63,88.78,0,1
"Sauna Blanket Starter Kit","Rituals & Kits","2025-03-18",5,5775,0,-1650,4125,316.83,4441.83,5,2
"Best Seller Plus Bundle","Rituals & Kits","2025-03-18",2,4184,0,0,4184,81.59,4265.59,0,2
"PRO Mat Replacement Cord - US/Canada","Replacement Cord","2025-03-18",3,50,0,0,50,4.07,54.07,0,3
"HigherDOSE Serotonin Soak Salt","Body Care","2025-03-18",5,237.45,0,0,237.45,15.28,252.73,1,3
"High-Dration Powder","Infrared Sauna","2025-03-18",2,78,-3.9,0,74.1,0,74.1,1,1
"SUPERCHARGE Copper Body Brush","Body Care","2025-03-18",4,276,-27.6,0,248.4,17.79,266.19,4,0
"Red Light Hat","Hair Care","2025-03-18",21,11023.57,-893.44,-1279.65,8850.48,611.55,9462.03,19,5
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-03-19",1,0,0,0,0,0,0,0,2
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2025-03-19",2,1674,0,-558,1116,100.46,1216.46,2,1
"(Z) Infrared Sauna Blanket","Comp","2025-03-19",3,0,0,0,0,0,0,1,2
"(Z) Red Light Neck Enhancer","Comp","2025-03-19",1,0,0,0,0,0,0,0,1
"HigherDOSE Red Light Face Mask","Face & Neck","2025-03-19",7,2792,-226.85,-314.1,2251.05,167.22,2418.27,6,2
"Infrared Sauna Blanket Insert","Infrared Sauna","2025-03-19",5,763,-87.75,-178,497.25,28.46,525.71,5,2
"(Z) HigherDOSE Red Light Face Mask","Comp","2025-03-19",5,0,0,0,0,0,0,0,4
"High Maintenance Cleaner","Tools & Accessories","2025-03-19",2,138,0,0,138,12.56,150.56,2,0
"Turn Me on Kit","Rituals & Kits","2025-03-19",5,3725,0,0,3725,305.44,4030.44,5,0
"Oxytocin Kit","Rituals & Kits","2025-03-19",1,128,0,0,128,10.37,138.37,1,0
"Infrared Sauna Blanket","Infrared Sauna","2025-03-19",17,13463.56,-1701.65,-699,11062.91,781.52,11844.43,17,1
"Mask - Replacement Cord","Replacement Cord","2025-03-19",1,0,0,0,0,0,0,0,1
"HigherDOSE Light-Activated Oxytocin Oil","Body Care","2025-03-19",5,375,-62.13,0,312.87,23.03,335.9,1,4
"High-Dration Powder","Infrared Sauna","2025-03-19",3,99.45,0,0,99.45,3.51,102.96,0,2
"PRO Mat Replacement Cord - US/Canada","Replacement Cord","2025-03-19",2,50,0,0,50,0,50,1,1
"HigherDOSE Serotonin Soak Salt","Body Care","2025-03-19",10,690,-57.94,0,632.06,44.25,676.31,3,5
"Red Light Hat","Hair Care","2025-03-19",14,6286,-404.1,0,5881.9,419.67,6301.57,10,4
"(Z) HigherDOSE Serotonin Soak Salt","Comp","2025-03-19",3,0,0,0,0,0,0,0,1
"SUPERCHARGE Copper Body Brush","Body Care","2025-03-19",3,207,-32.86,0,174.14,13.63,187.77,1,2
"Light-Activated Glow Serum","Face & Neck","2025-03-19",1,69,-10.35,0,58.65,5.05,63.7,1,0
"Infrared PEMF Go Mat","PEMF","2025-03-19",7,6409,-425.3,-1352.15,4631.55,337.06,4968.61,7,2
"Best Seller Plus Bundle","Rituals & Kits","2025-03-19",1,2092,0,0,2092,156.9,2248.9,1,0
"(Z) HIGH MAINTENANCE Cleaner","Comp","2025-03-19",1,0,0,0,0,0,0,0,1
"Sauna Blanket Bag","Tools & Accessories","2025-03-19",2,198,-14.85,0,183.15,7.18,190.33,2,0
"Sauna Blanket Starter Kit","Rituals & Kits","2025-03-19",9,7425,0,0,7425,471.1,7896.1,8,1
"HigherDOSE Heat-Activated Endorphin Oil","Body Care","2025-03-19",5,375,-50.87,0,324.13,23.65,347.78,2,3
"(Z) Infrared Sauna Blanket Insert ( All variants)","Comp","2025-03-19",1,0,0,0,0,0,0,0,1
"PEMF Pro Mat Starter Kit","Rituals & Kits","2025-03-19",2,2638,-81.2,0,2556.8,215.58,2772.38,0,2
"(Z) Glow Serum","Comp","2025-03-19",1,0,0,0,0,0,0,0,1
"(Z) Infrared PEMF Go Mat","Comp","2025-03-19",1,0,0,0,0,0,0,0,1
"SweatBand","Tools & Accessories","2025-03-19",3,147,-12.25,0,134.75,9.31,144.06,3,0
"Red Light Skin Starter Kit","Rituals & Kits","2025-03-19",5,3045,-62.5,0,2982.5,200.25,3182.75,3,2
"HigherDOSE PEMF Pro Mat","PEMF","2025-03-19",13,18841,-1479.8,-1236.6,16124.6,1249.6,17374.2,12,1
"DailyDOSE Time-Marked Glass Water Bottle","Tools & Accessories","2025-03-19",2,78,0,0,78,6.74,84.74,0,1
"Red Light Starter Kit","Rituals & Kits","2025-03-19",-2,0,0,-1438,-1438,-100.66,-1538.66,0,0
"PEMF Go Mat Starter Kit","Rituals & Kits","2025-03-19",1,739,0,0,739,49.89,788.89,1,0
"HigherDOSE Mat Cover","Tools & Accessories","2025-03-19",3,375,-7.9,-158,209.1,11.14,220.24,3,1
"(Z) HigherDOSE Mat Cover","Comp","2025-03-19",2,0,0,0,0,0,0,0,1
"Endorphin Kit","Rituals & Kits","2025-03-19",2,338,-33,0,305,26.84,331.84,1,1
"(TAN) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-03-19",2,0,0,0,0,0,0,0,2
"(Z) Red Light Hat",,"2025-03-19",1,0,0,0,0,0,0,0,1
"(Z) HigherDOSE Endorphin Oil","Comp","2025-03-19",1,0,0,0,0,0,0,0,1
"PEMF Pro Mat Starter Kit","Rituals & Kits","2025-03-20",5,6595,-14.75,0,6580.25,498.55,7078.8,4,1
"HigherDOSE Heat-Activated Endorphin Oil","Body Care","2025-03-20",6,427.5,-56.25,0,371.25,27.17,398.42,1,4
"Detox Drops","Lymphatic","2025-03-20",7,194.3,-58,0,136.3,3.84,140.14,2,4
"(Z) SUPERCHARGE Copper Body Brush","Comp","2025-03-20",1,0,0,0,0,0,0,0,1
"DailyDOSE Time-Marked Glass Water Bottle","Tools & Accessories","2025-03-20",1,39,0,0,39,3.47,42.47,0,1
"Red Light Skin Starter Kit","Rituals & Kits","2025-03-20",-1,0,0,-609,-609,-62.42,-671.42,0,0
"HigherDOSE PEMF Pro Mat","PEMF","2025-03-20",11,14733.77,-788.85,0,13944.92,854.53,14799.45,8,3
"SweatBand","Tools & Accessories","2025-03-20",2,98,-12.25,0,85.75,6.19,91.94,2,0
"(Z) High-Dration Powder","Comp","2025-03-20",1,0,0,0,0,0,0,0,1
"Epic Bundle","Rituals & Kits","2025-03-20",1,1199,0,0,1199,76.14,1275.14,1,0
"HigherDOSE Mat Cover","Tools & Accessories","2025-03-20",4,276,-31.6,0,244.4,11.1,255.5,1,2
"Recovery Bundle","HOLIDAY BUNDLE","2025-03-20",1,1789,0,0,1789,125.23,1914.23,1,0
"Red Light Starter Kit","Rituals & Kits","2025-03-20",2,1438,0,0,1438,129.43,1567.43,2,0
"PEMF Go Mat Starter Kit","Rituals & Kits","2025-03-20",2,2217,-5.91,-606,1605.09,116.97,1722.06,3,0
"(Z) Red Light Hat",,"2025-03-20",3,0,0,0,0,0,0,0,3
"(Z) HigherDOSE Red Light Face Mask","Comp","2025-03-20",17,0,0,0,0,0,0,3,14
"HigherDOSE Red Light Face Mask","Face & Neck","2025-03-20",11,3824.46,-678.37,0,3146.09,182.08,3328.17,7,4
"(Z) Red Light Neck Enhancer","Comp","2025-03-20",1,0,0,0,0,0,0,0,1
"Infrared Sauna Blanket Insert","Infrared Sauna","2025-03-20",7,910.14,-95.4,0,814.74,78.85,893.59,4,2
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-03-20",1,0,0,0,0,0,0,0,1
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2025-03-20",3,1674,0,0,1674,124.3,1798.3,3,0
"(Z) Infrared Sauna Blanket","Comp","2025-03-20",5,0,0,0,0,0,0,0,5
"HigherDOSE Light-Activated Oxytocin Oil","Body Care","2025-03-20",1,75,0,0,75,6.19,81.19,1,0
"Turn Me on Kit","Rituals & Kits","2025-03-20",2,1490,0,0,1490,126.76,1616.76,2,0
"Infrared Sauna Blanket","Infrared Sauna","2025-03-20",16,11754.74,-1029.1,0,10725.64,841.34,11566.98,13,3
"Mask - Replacement Cord","Replacement Cord","2025-03-20",1,0,0,0,0,0,0,1,0
"SUPERCHARGE Copper Body Brush","Body Care","2025-03-20",2,143.55,0,0,143.55,19.74,163.29,2,0
"Light-Activated Glow Serum","Face & Neck","2025-03-20",5,343.15,0,0,343.15,27.6,370.75,3,2
"(Z) DailyDOSE Water Bottle","Accessories","2025-03-20",2,0,0,0,0,0,0,0,1
"Red Light Hat","Hair Care","2025-03-20",20,8986.83,-632.82,0,8354.01,642.25,8996.26,17,3
"(Z) HigherDOSE Serotonin Soak Salt","Comp","2025-03-20",11,0,0,0,0,0,0,0,2
"HigherDOSE Serotonin Soak Salt","Body Care","2025-03-20",5,249.15,0,0,249.15,11.29,260.44,4,1
"High-Dration Powder","Infrared Sauna","2025-03-20",1,39,0,0,39,3.12,42.12,0,1
"Sauna Blanket Bag","Tools & Accessories","2025-03-20",1,99,0,0,99,7.18,106.18,1,0
"Sauna Blanket Starter Kit","Rituals & Kits","2025-03-20",4,4125,-6.59,-825,3293.41,248.09,3541.5,4,1
"Red Light Neck Enhancer","Face & Neck","2025-03-20",3,1047,-122.15,0,924.85,73.46,998.31,2,1
"Infrared PEMF Go Mat","PEMF","2025-03-20",2,2215,-151.6,-621.18,1442.22,162.89,1605.11,2,1
"EMF Blocking Fanny Pack","Tools & Accessories","2025-03-20",2,178,-13.35,0,164.65,11.52,176.17,2,0
"PEMF Pro Mat Starter Kit","Rituals & Kits","2025-03-21",8,9832,0,0,9832,603.75,10435.75,7,1
"Detox Drops","Lymphatic","2025-03-21",5,145,-31.1,0,113.9,4.24,118.14,1,4
"(Z) SUPERCHARGE Copper Body Brush","Comp","2025-03-21",30,0,0,0,0,0,0,1,0
"HigherDOSE Heat-Activated Endorphin Oil","Body Care","2025-03-21",13,963.75,-136.69,0,827.06,66.24,893.3,5,7
"DealMoon Bundle","HOLIDAY BUNDLE","2025-03-21",1,365,0,0,365,30.11,395.11,1,0
"(Z) Infrared Sauna Blanket Insert ( All variants)","Comp","2025-03-21",2,0,0,0,0,0,0,1,0
"HigherDOSE PEMF Pro Mat","PEMF","2025-03-21",14,19820,-2486.25,-1276.25,16057.5,1232.31,17289.81,11,4
"Red Light Skin Starter Kit","Rituals & Kits","2025-03-21",3,1793,-17.04,0,1775.96,123.64,1899.6,1,2
"DailyDOSE Time-Marked Glass Water Bottle","Tools & Accessories","2025-03-21",2,78,0,0,78,5.46,83.46,1,0
"GO Mat Replacement Cord - US/Canada","Replacement Cord","2025-03-21",1,0,0,0,0,0,0,0,1
"(Z) Infrared PEMF Go Mat","Comp","2025-03-21",1,0,0,0,0,0,0,1,0
"SweatBand","Tools & Accessories","2025-03-21",5,245,-36.75,0,208.25,13.88,222.13,2,3
"(Z) Oxytocin Oil ( Full Size Sample)","Comp","2025-03-21",30,0,0,0,0,0,0,1,0
"Endorphin Kit","Rituals & Kits","2025-03-21",2,328,0,0,328,24.47,352.47,2,0
"PEMF TESTER Magnet For PEMF Devices","Replacement Cord","2025-03-21",1,0,0,0,0,0,0,1,0
"Oxytocin Kit","Rituals & Kits","2025-03-21",1,137,0,0,137,11.3,148.3,0,1
"Red Light Starter Kit","Rituals & Kits","2025-03-21",2,1344,0,0,1344,99.96,1443.96,1,1
"PEMF Go Mat Starter Kit","Rituals & Kits","2025-03-21",2,2772,-12.5,-1403,1356.5,133.43,1489.93,4,0
"(Z) Endorphin Set","HOLIDAY BUNDLE","2025-03-21",2,0,0,0,0,0,0,1,0
"Recovery Bundle","HOLIDAY BUNDLE","2025-03-21",2,3467,0,0,3467,215.87,3682.87,2,0
"HigherDOSE Mat Cover","Tools & Accessories","2025-03-21",3,217,-66.65,0,150.35,13.37,163.72,1,2
"(Z) HigherDOSE Mat Cover","Comp","2025-03-21",1,0,0,0,0,0,0,1,0
"(Z) HigherDOSE PEMF Pro Mat","Comp","2025-03-21",2,0,0,0,0,0,0,0,2
"Glow Serum Sample Card ( 3 pouches in a sample card)",,"2025-03-21",30,0,0,0,0,0,0,1,0
"(TAN) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-03-21",3,100,0,0,100,7.32,107.32,1,2
"(Z) Red Light Hat",,"2025-03-21",2,0,0,0,0,0,0,2,0
"(Z) Red Light Neck Enhancer","Comp","2025-03-21",1,0,0,0,0,0,0,1,0
"HigherDOSE Red Light Face Mask","Face & Neck","2025-03-21",18,6957.77,-2351.3,-593.3,4013.17,278.96,4292.13,14,5
"Infrared Sauna Blanket Insert","Infrared Sauna","2025-03-21",11,1358.3,-286.13,0,1072.17,77.79,1149.96,5,6
"Daily Dose Ritual","Body Care","2025-03-21",1,109,-29.72,0,79.28,5.95,85.23,0,1
"HigherDOSE Transdermal Magnesium Spray","Body Care","2025-03-21",3,99.75,-30.38,0,69.37,5.35,74.72,0,3
"(Z) HigherDOSE Red Light Face Mask","Comp","2025-03-21",3,0,0,0,0,0,0,3,0
"(Z) Infrared Sauna Blanket","Comp","2025-03-21",11,0,0,0,0,0,0,4,7
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2025-03-21",4,2232,0,0,2232,156.35,2388.35,1,3
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-03-21",3,50,0,0,50,3.88,53.88,0,3
"Turn Me on Kit","Rituals & Kits","2025-03-21",1,699,0,0,699,54.18,753.18,1,0
"Mask - Replacement Cord","Replacement Cord","2025-03-21",1,50,0,0,50,2.25,52.25,1,0
"Infrared Sauna Blanket","Infrared Sauna","2025-03-21",12,10133.32,-1475.56,-669.8,7987.96,522.23,8510.19,10,3
"HigherDOSE Light-Activated Oxytocin Oil","Body Care","2025-03-21",6,438.75,-26.25,0,412.5,28.06,440.56,4,2
"High Maintenance Cleaner","Tools & Accessories","2025-03-21",2,138,-59.9,0,78.1,5.99,84.09,0,2
"Red Light Hat","Hair Care","2025-03-21",26,12123,-1347,-381.65,10394.35,702.96,11097.31,19,8
"Red Light Neck Enhancer","Face & Neck","2025-03-21",8,2792,-390.73,0,2401.27,190.85,2592.12,2,6
"High Maintenance Cleaner (Refill)","Accessories","2025-03-21",1,58.65,0,0,58.65,3.89,62.54,0,1
"(Z) HigherDOSE Serotonin Soak Salt","Comp","2025-03-21",31,0,0,0,0,0,0,2,0
"(Z) HigherDOSE Transdermal Magnesium Spray","Comp","2025-03-21",1,0,0,0,0,0,0,1,0
"EMF Blocking Fanny Pack","Tools & Accessories","2025-03-21",1,89,-89,0,0,0,0,0,1
"SUPERCHARGE Copper Body Brush","Body Care","2025-03-21",8,545.01,-75.73,0,469.28,34.94,504.22,4,4
"Light-Activated Glow Serum","Face & Neck","2025-03-21",13,886.65,-146.46,0,740.19,55.27,795.46,3,8
"High-Dration Powder","Infrared Sauna","2025-03-21",8,300.3,-26.23,0,274.07,11,285.07,1,6
"HigherDOSE Serotonin Soak Salt","Body Care","2025-03-21",20,1245.15,-152.85,0,1092.3,79.85,1172.15,7,9
"(Z) HIGH MAINTENANCE Cleaner","Comp","2025-03-21",2,0,0,0,0,0,0,0,2
"(Z) Glow Serum","Comp","2025-03-21",1,0,0,0,0,0,0,1,0
"Sauna Blanket Starter Kit","Rituals & Kits","2025-03-21",6,5411,-82.9,-825,4503.1,360.82,4863.92,6,1
"Infrared PEMF Go Mat","PEMF","2025-03-21",10,7864.73,-990.4,-594.15,6280.18,587.37,6867.55,7,4
"(Z) Infrared Sauna Blanket","Comp","2025-03-22",6,0,0,0,0,0,0,0,6
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2025-03-22",2,1116,0,0,1116,97.65,1213.65,2,0
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-03-22",2,0,0,0,0,0,0,0,2
"HigherDOSE Transdermal Magnesium Spray","Body Care","2025-03-22",4,140,-28,0,112,6.41,118.41,0,4
"(Z) HigherDOSE Red Light Face Mask","Comp","2025-03-22",7,0,0,0,0,0,0,3,4
"HigherDOSE Red Light Face Mask","Face & Neck","2025-03-22",39,13611,-3036.3,0,10574.7,753.81,11328.51,32,7
"Infrared Sauna Blanket Insert","Infrared Sauna","2025-03-22",14,1666,-315.4,0,1350.6,83.3,1433.9,9,5
"Dopamine Set","Rituals & Kits","2025-03-22",2,150,-6.8,0,143.2,8.22,151.42,1,1
"High Maintenance Cleaner","Tools & Accessories","2025-03-22",6,414,-82.8,0,331.2,19.05,350.25,3,3
"HigherDOSE Light-Activated Oxytocin Oil","Body Care","2025-03-22",6,450,-75,0,375,28.79,403.79,3,3
"Turn Me on Kit","Rituals & Kits","2025-03-22",5,3495,-33.5,0,3461.5,285.39,3746.89,5,0
"Mask - Replacement Cord","Replacement Cord","2025-03-22",1,0,0,0,0,0,0,0,1
"Infrared Sauna Blanket","Infrared Sauna","2025-03-22",23,18197,-3272.1,-669.8,14255.1,1110.71,15365.81,20,4
"HigherDOSE Serotonin Soak Salt","Body Care","2025-03-22",17,936.45,-129.6,0,806.85,57.38,864.23,4,12
"High-Dration Powder","Infrared Sauna","2025-03-22",9,351,-70.2,0,280.8,4.92,285.72,0,7
"SUPERCHARGE Copper Body Brush","Body Care","2025-03-22",13,897,-179.4,0,717.6,48.01,765.61,8,4
"Light-Activated Glow Serum","Face & Neck","2025-03-22",12,828,-151.8,0,676.2,41.42,717.62,7,5
"Red Light Hat","Hair Care","2025-03-22",39,17603.29,-3341.06,0,14262.23,1068.48,15330.71,24,15
"(Z) HigherDOSE Serotonin Soak Salt","Comp","2025-03-22",3,0,0,0,0,0,0,0,1
"Infrared PEMF Go Mat","PEMF","2025-03-22",25,17888,-3647.5,0,14240.5,994.42,15234.92,15,10
"Sauna Blanket Starter Kit","Rituals & Kits","2025-03-22",16,12368,-12.5,0,12355.5,826.22,13181.72,13,3
"Sauna Blanket Bag","Tools & Accessories","2025-03-22",3,297,-95.09,0,201.91,15.09,217,0,3
"Best Seller Plus Bundle","Rituals & Kits","2025-03-22",2,4482,0,0,4482,336.15,4818.15,1,1
"HigherDOSE Heat-Activated Endorphin Oil","Body Care","2025-03-22",16,1200,-179.43,0,1020.57,73.2,1093.77,9,7
"EMF Blocking Fanny Pack","Tools & Accessories","2025-03-22",1,89,-17.8,0,71.2,6.13,77.33,0,1
"Detox Drops","Lymphatic","2025-03-22",6,174,-23.2,0,150.8,4.12,154.92,1,4
"Red Light Neck Enhancer","Face & Neck","2025-03-22",6,2094,-418.8,0,1675.2,131.2,1806.4,5,1
"PEMF Pro Mat Starter Kit","Rituals & Kits","2025-03-22",2,2458,0,0,2458,122.91,2580.91,2,0
"SweatBand","Tools & Accessories","2025-03-22",11,539,-145.65,0,393.35,24.79,418.14,6,5
"100% Organic Cotton Bath Robe","Tools & Accessories","2025-03-22",1,159,-31.8,0,127.2,9.86,137.06,0,1
"DailyDOSE Time-Marked Glass Water Bottle","Tools & Accessories","2025-03-22",4,156,-53.83,0,102.17,9.5,111.67,0,3
"GO Mat Replacement Cord - US/Canada","Replacement Cord","2025-03-22",2,50,0,0,50,0,50,0,2
"HigherDOSE PEMF Pro Mat","PEMF","2025-03-22",19,26295,-5194.25,-1100.75,20000,1102.76,21102.76,14,6
"Red Light Skin Starter Kit","Rituals & Kits","2025-03-22",7,4025,0,0,4025,329.08,4354.08,5,2
"HighDration Kit","Tools & Accessories","2025-03-22",1,49,-24.5,0,24.5,1.72,26.22,0,1
"Recovery Bundle","HOLIDAY BUNDLE","2025-03-22",2,3356,0,0,3356,148.92,3504.92,1,1
"HigherDOSE Mat Cover","Tools & Accessories","2025-03-22",6,434,-86.8,0,347.2,18.35,365.55,2,3
"Daily Dose Ritual","Body Care","2025-03-22",3,327,0,0,327,17.17,344.17,0,3
"Red Light Starter Kit","Rituals & Kits","2025-03-22",2,1344,0,0,1344,105.84,1449.84,2,0
"PEMF Go Mat Starter Kit","Rituals & Kits","2025-03-22",2,1386,-50.65,0,1335.35,73.95,1409.3,0,2
"Endorphin Kit","Rituals & Kits","2025-03-22",1,159,0,0,159,0,159,0,1
"(Z) HigherDOSE PEMF Pro Mat","Comp","2025-03-22",-1,0,0,0,0,0,0,0,0
"(Z) HigherDOSE Endorphin Oil","Comp","2025-03-22",2,0,0,0,0,0,0,0,2
"SweatBand","Tools & Accessories","2025-03-23",18,882,-144.55,0,737.45,54.73,792.18,10,7
"HigherDOSE PEMF Pro Mat","PEMF","2025-03-23",30,39561,-7119.4,0,32441.6,2470.2,34911.8,21,9
"Red Light Skin Starter Kit","Rituals & Kits","2025-03-23",8,4600,-61.39,0,4538.61,333.34,4871.95,6,2
"DailyDOSE Time-Marked Glass Water Bottle","Tools & Accessories","2025-03-23",9,351,-70.2,0,280.8,20.26,301.06,0,6
"HighDration Kit","Tools & Accessories","2025-03-23",1,49,-9.8,0,39.2,3.72,42.92,0,1
