"Product title","Product type","Day","Net items sold","Gross sales","Discounts","Returns","Net sales","Taxes","Total sales","New customers","Returning customers"
"Infrared PEMF Go Mat","PEMF","2025-05-08",7,5011,-349.5,0,4661.5,305.01,4966.51,4,3
"Oxytocin Kit","Rituals & Kits","2025-05-08",1,137,0,0,137,8.22,145.22,1,0
"Best Seller Plus Bundle","Rituals & Kits","2025-05-08",2,4782,0,0,4782,358.65,5140.65,2,0
"Sauna Blanket Bag","Tools & Accessories","2025-05-08",1,99,0,0,99,8.81,107.81,0,1
"Sauna Blanket Starter Kit","Rituals & Kits","2025-05-08",6,4950,-84.7,0,4865.3,382.95,5248.25,4,2
"HigherDOSE Transdermal Magnesium Spray","Body Care","2025-05-09",5,175,-21,0,154,10.69,164.69,2,2
"(Z) HigherDOSE Red Light Face Mask","Comp","2025-05-09",7,0,0,0,0,0,0,1,6
"HigherDOSE Red Light Face Mask","Face & Neck","2025-05-09",28,10470,-1396,-698,8376,563.76,8939.76,23,7
"(Z) Red Light Neck Enhancer","Comp","2025-05-09",1,0,0,0,0,0,0,1,0
"Infrared Sauna Blanket Insert","Infrared Sauna","2025-05-09",8,1132,-135.45,0,996.55,55.86,1052.41,4,4
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-05-09",2,0,0,0,0,0,0,0,2
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2025-05-09",5,2790,0,0,2790,217.22,3007.22,4,1
"(Z) Infrared Sauna Blanket","Comp","2025-05-09",3,0,0,0,0,0,0,0,3
"HighDration Kit","Tools & Accessories","2025-05-09",1,49,-49,0,0,0,0,1,0
"EMF Blocking Fanny Pack","Tools & Accessories","2025-05-09",1,89,-13.35,0,75.65,6.24,81.89,0,1
"HigherDOSE Light-Activated Oxytocin Oil","Body Care","2025-05-09",7,525,-67.5,0,457.5,32.76,490.26,5,2
"Turn Me on Kit","Rituals & Kits","2025-05-09",1,745,-100,0,645,41.93,686.93,0,1
"Red Light Neck Enhancer","Face & Neck","2025-05-09",6,2094,-261.75,0,1832.25,122.49,1954.74,3,3
"Infrared Sauna Blanket","Infrared Sauna","2025-05-09",18,14940,-1964.4,-1403.38,11572.22,752.24,12324.46,17,2
"High Maintenance Cleaner","Tools & Accessories","2025-05-09",1,58.65,0,0,58.65,4.55,63.2,1,0
"The Sweat it Out Ritual","Rituals & Kits","2025-05-09",3,2187,0,0,2187,177.69,2364.69,2,1
"SUPERCHARGE Copper Body Brush","Body Care","2025-05-09",10,690,-80.2,0,609.8,46.09,655.89,4,5
"Light-Activated Glow Serum","Face & Neck","2025-05-09",6,414,-54.92,0,359.08,24.67,383.75,2,4
"Red Light Hat","Hair Care","2025-05-09",37,17062,-2200.1,-359.2,14502.7,1065.41,15568.11,27,11
"PRO Mat Replacement Cord - US/Canada","Replacement Cord","2025-05-09",1,0,0,0,0,0,0,0,1
"HigherDOSE Serotonin Soak Salt","Body Care","2025-05-09",8,432,-41.4,0,390.6,25.59,416.19,3,3
"eGift Card","Gift Card","2025-05-09",2,300,0,0,300,0,300,1,0
"High-Dration Powder","Infrared Sauna","2025-05-09",1,39,-5.85,0,33.15,2.74,35.89,0,1
"Sauna Blanket Bag","Tools & Accessories","2025-05-09",1,99,-21.08,0,77.92,0,77.92,0,1
"Sauna Blanket Starter Kit","Rituals & Kits","2025-05-09",10,8250,-12.5,0,8237.5,642.66,8880.16,9,1
"Best Seller Plus Bundle","Rituals & Kits","2025-05-09",1,2391,0,0,2391,0,2391,1,0
"Daily Dose Ritual","Body Care","2025-05-09",2,218,0,0,218,16.08,234.08,1,1
"Infrared PEMF Go Mat","PEMF","2025-05-09",10,7108,-952.5,0,6155.5,449.81,6605.31,8,2
"PEMF Pro Mat Starter Kit","Rituals & Kits","2025-05-09",3,3957,0,0,3957,271.4,4228.4,3,0
"HigherDOSE Heat-Activated Endorphin Oil","Body Care","2025-05-09",10,750,-75.2,0,674.8,37.24,712.04,4,6
"Detox Drops","Lymphatic","2025-05-09",13,377,-57.88,0,319.12,14.88,334,3,6
"GO Mat Replacement Cord - US/Canada","Replacement Cord","2025-05-09",1,0,0,0,0,0,0,0,1
"DailyDOSE Time-Marked Glass Water Bottle","Tools & Accessories","2025-05-09",6,234,-29.25,0,204.75,15.32,220.07,2,2
"Oxytocin Kit","Rituals & Kits","2025-05-09",1,137,-29.17,0,107.83,0,107.83,0,1
"Red Light Skin Starter Kit","Rituals & Kits","2025-05-09",6,3654,0,0,3654,283.82,3937.82,5,1
"HigherDOSE PEMF Pro Mat","PEMF","2025-05-09",12,19583,-2148.6,-4576.12,12858.28,733.53,13591.81,14,1
"(Z) Oxytocin Oil ( Full Size Sample)","Comp","2025-05-09",1,0,0,0,0,0,0,0,1
"SweatBand","Tools & Accessories","2025-05-09",2,98,-7.35,0,90.65,7.78,98.43,0,2
"HigherDOSE Mat Cover","Tools & Accessories","2025-05-09",6,394,-43.3,0,350.7,24.01,374.71,2,2
"Red Light Starter Kit","Rituals & Kits","2025-05-09",6,4314,-86.2,0,4227.8,333.56,4561.36,4,2
"PEMF Go Mat Starter Kit","Rituals & Kits","2025-05-09",4,2956,-151.35,0,2804.65,155.09,2959.74,0,4
"Best Seller Bundle","Rituals & Kits","2025-05-09",2,4478,0,0,4478,148.33,4626.33,2,0
"(Z) HigherDOSE PEMF Pro Mat","Comp","2025-05-09",1,0,0,0,0,0,0,1,0
"Red Light Hat  - Replacement Parts","Replacement Cord","2025-05-09",1,0,0,0,0,0,0,1,0
"(TAN) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-05-09",1,50.95,0,0,50.95,6.63,57.58,1,0
"The Supermom Bundle","Rituals & Kits","2025-05-09",2,1848,0,0,1848,0,1848,1,1
"Red Light Skin Starter Kit","Rituals & Kits","2025-05-10",3,1827,-12.5,0,1814.5,144.18,1958.68,2,1
"HigherDOSE PEMF Pro Mat","PEMF","2025-05-10",15,19741,-2184.15,0,17556.85,1202.88,18759.73,12,3
"Oxytocin Kit","Rituals & Kits","2025-05-10",1,137,0,0,137,9.08,146.08,1,0
"GO Mat Replacement Cord - US/Canada","Replacement Cord","2025-05-10",1,50,0,0,50,3,53,0,1
"DailyDOSE Time-Marked Glass Water Bottle","Tools & Accessories","2025-05-10",2,78,-11.7,0,66.3,5.84,72.14,0,2
"SweatBand","Tools & Accessories","2025-05-10",10,490,-75.29,0,414.71,32.2,446.91,4,6
"PEMF Pro Mat Starter Kit","Rituals & Kits","2025-05-10",1,1319,0,0,1319,108.83,1427.83,1,0
"Detox Drops","Lymphatic","2025-05-10",8,232,-40.22,0,191.78,2.99,194.77,0,6
"HigherDOSE Heat-Activated Endorphin Oil","Body Care","2025-05-10",15,1091.25,-115.26,0,975.99,66.11,1042.1,10,5
"(Z) HigherDOSE Endorphin Oil","Comp","2025-05-10",1,0,0,0,0,0,0,0,1
"(Z) HigherDOSE PEMF Pro Mat","Comp","2025-05-10",1,0,0,0,0,0,0,0,1
"(TAN) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-05-10",3,150,0,0,150,11.76,161.76,1,2
"Red Light Starter Kit","Rituals & Kits","2025-05-10",1,719,0,0,719,74.06,793.06,1,0
"PEMF Go Mat Starter Kit","Rituals & Kits","2025-05-10",2,1478,0,0,1478,114.55,1592.55,1,1
"HigherDOSE Mat Cover","Tools & Accessories","2025-05-10",4,276,-32.55,0,243.45,16.54,259.99,4,0
"Turn Me on Kit","Rituals & Kits","2025-05-10",1,745,0,0,745,61.46,806.46,1,0
"Infrared Sauna Blanket","Infrared Sauna","2025-05-10",20,15118,-1776.3,0,13341.7,973.7,14315.4,18,2
"EMF Blocking Fanny Pack","Tools & Accessories","2025-05-10",1,89,-13.35,0,75.65,6.71,82.36,0,1
"Mask - Replacement Cord","Replacement Cord","2025-05-10",2,0,0,0,0,0,0,0,2
"Red Light Neck Enhancer","Face & Neck","2025-05-10",5,1745,-257.05,0,1487.95,117,1604.95,2,3
"HigherDOSE Light-Activated Oxytocin Oil","Body Care","2025-05-10",9,652.5,-92.75,0,559.75,42.54,602.29,1,7
"High Maintenance Cleaner","Tools & Accessories","2025-05-10",5,345,-54.28,0,290.72,17.39,308.11,3,2
"HigherDOSE Red Light Face Mask","Face & Neck","2025-05-10",34,11887.16,-1940.12,0,9947.04,672.43,10619.47,27,6
"(Z) Red Light Neck Enhancer","Comp","2025-05-10",1,0,0,0,0,0,0,0,1
"Infrared Sauna Blanket Insert","Infrared Sauna","2025-05-10",14,1386,-273.55,0,1112.45,75.17,1187.62,9,3
"HigherDOSE Transdermal Magnesium Spray","Body Care","2025-05-10",6,210,-31.5,0,178.5,14.2,192.7,3,3
"(Z) HigherDOSE Red Light Face Mask","Comp","2025-05-10",3,0,0,0,0,0,0,0,3
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-05-10",1,0,0,0,0,0,0,0,1
"(Z) Infrared Sauna Blanket","Comp","2025-05-10",2,0,0,0,0,0,0,0,2
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2025-05-10",6,3348,-58,0,3290,285.64,3575.64,4,2
"HighDration Kit","Tools & Accessories","2025-05-10",1,49,0,0,49,0.49,49.49,0,1
"Daily Dose Ritual","Body Care","2025-05-10",2,218,0,0,218,19.35,237.35,1,1
"Sauna Blanket Bag","Tools & Accessories","2025-05-10",2,198,-29.7,0,168.3,5.89,174.19,1,1
"Sauna Blanket Starter Kit","Rituals & Kits","2025-05-10",3,2475,-18.75,0,2456.25,196.84,2653.09,3,0
"Infrared PEMF Go Mat","PEMF","2025-05-10",16,11715.53,-1538.78,0,10176.75,765.3,10942.05,14,2
"Red Light Hat","Hair Care","2025-05-10",42,19432.75,-2635.22,-359.2,16438.33,1289.77,17728.1,28,15
"The Sweat it Out Ritual","Rituals & Kits","2025-05-10",4,2916,0,0,2916,214.88,3130.88,4,0
"SUPERCHARGE Copper Body Brush","Body Care","2025-05-10",3,207,-31.05,0,175.95,7.84,183.79,2,1
"Light-Activated Glow Serum","Face & Neck","2025-05-10",15,1022.8,-169.31,0,853.49,55.42,908.91,7,8
"High-Dration Powder","Infrared Sauna","2025-05-10",12,462.15,-29.25,0,432.9,17.71,450.61,0,10
"HigherDOSE Serotonin Soak Salt","Body Care","2025-05-10",16,951.6,-100.35,0,851.25,69.62,920.87,4,8
"Red Light Hat  - Replacement Parts","Replacement Cord","2025-05-11",1,0,0,0,0,0,0,0,1
"High Maintenance Cleaner","Tools & Accessories","2025-05-11",5,345,-58.65,0,286.35,22.27,308.62,2,3
"HigherDOSE Light-Activated Oxytocin Oil","Body Care","2025-05-11",5,375,-59,0,316,24.25,340.25,2,3
"Turn Me on Kit","Rituals & Kits","2025-05-11",2,1490,0,0,1490,83.63,1573.63,2,0
"Infrared Sauna Blanket","Infrared Sauna","2025-05-11",18,13493.94,-2093.99,0,11399.95,865.59,12265.54,16,2
"Mask - Replacement Cord","Replacement Cord","2025-05-11",1,0,0,0,0,0,0,1,0
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2025-05-11",9,5022,-18.75,0,5003.25,332.17,5335.42,7,2
"HigherDOSE Transdermal Magnesium Spray","Body Care","2025-05-11",7,245,-40.77,0,204.23,16.91,221.14,4,2
"(Z) HigherDOSE Red Light Face Mask","Comp","2025-05-11",4,0,0,0,0,0,0,0,4
"HigherDOSE Red Light Face Mask","Face & Neck","2025-05-11",49,17055.06,-2189.41,0,14865.65,1144.26,16009.91,42,7
"Infrared Sauna Blanket Insert","Infrared Sauna","2025-05-11",14,1666,-358.85,0,1307.15,109.12,1416.27,6,4
"Infrared PEMF Go Mat","PEMF","2025-05-11",11,7951.77,-920.95,0,7030.82,413.61,7444.43,6,5
"Sauna Blanket Bag","Tools & Accessories","2025-05-11",3,297,-44.55,0,252.45,19.61,272.06,2,1
"Sauna Blanket Starter Kit","Rituals & Kits","2025-05-11",8,6600,-12.5,0,6587.5,468.75,7056.25,7,1
"Best Seller Plus Bundle","Rituals & Kits","2025-05-11",1,2391,0,0,2391,233.12,2624.12,1,0
"HigherDOSE Serotonin Soak Salt","Body Care","2025-05-11",17,1083,-188.62,0,894.38,73,967.38,5,10
"eGift Card","Gift Card","2025-05-11",5,1150,0,0,1150,0,1150,2,1
"High-Dration Powder","Infrared Sauna","2025-05-11",6,228.15,-36.53,0,191.62,7.36,198.98,2,2
"The Sweat it Out Ritual","Rituals & Kits","2025-05-11",5,3645,-29.62,0,3615.38,213.85,3829.23,3,2
"SUPERCHARGE Copper Body Brush","Body Care","2025-05-11",6,414,-53.38,0,360.62,22.67,383.29,4,2
"Light-Activated Glow Serum","Face & Neck","2025-05-11",17,1158.95,-150.88,0,1008.07,73,1081.07,9,8
"Red Light Hat","Hair Care","2025-05-11",52,23577.84,-3138.43,0,20439.41,1579.6,22019.01,35,17
"SweatBand","Tools & Accessories","2025-05-11",12,588,-151.1,0,436.9,34.76,471.66,4,7
"Daily Dose Ritual","Body Care","2025-05-11",2,218,0,0,218,15.53,233.53,2,0
"GO Mat Replacement Cord - US/Canada","Replacement Cord","2025-05-11",1,50,0,0,50,4.19,54.19,1,0
"DailyDOSE Time-Marked Glass Water Bottle","Tools & Accessories","2025-05-11",1,39,-13.13,0,25.87,1.81,27.68,0,1
"Red Light Skin Starter Kit","Rituals & Kits","2025-05-11",6,3654,0,0,3654,289.28,3943.28,5,1
"HigherDOSE PEMF Pro Mat","PEMF","2025-05-11",18,23901.62,-2984.85,0,20916.77,1747.98,22664.75,14,4
"HigherDOSE Heat-Activated Endorphin Oil","Body Care","2025-05-11",11,825,-215.44,0,609.56,48.18,657.74,3,8
"Detox Drops","Lymphatic","2025-05-11",6,174,-33.78,0,140.22,4.64,144.86,1,3
"PEMF Pro Mat Starter Kit","Rituals & Kits","2025-05-11",4,5276,0,0,5276,283.6,5559.6,3,1
"Red Light Neck Enhancer","Face & Neck","2025-05-11",10,3490,-540.95,0,2949.05,209.35,3158.4,6,4
"(TAN) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-05-11",1,50,0,0,50,4.76,54.76,1,0
"EMF Blocking Fanny Pack","Tools & Accessories","2025-05-11",4,358.13,-40.05,0,318.08,17.85,335.93,1,3
"The Supermom Bundle","Rituals & Kits","2025-05-11",1,924,0,0,924,41.58,965.58,1,0
"HigherDOSE Mat Cover","Tools & Accessories","2025-05-11",2,158,-23.7,0,134.3,11.52,145.82,1,1
"Red Light Starter Kit","Rituals & Kits","2025-05-11",1,719,0,0,719,59.32,778.32,0,1
"PEMF Go Mat Starter Kit","Rituals & Kits","2025-05-11",4,2956,0,0,2956,229.28,3185.28,2,2
"Best Seller Bundle","Rituals & Kits","2025-05-11",2,4478,0,0,4478,179.12,4657.12,2,0
"The Supermom Bundle","Rituals & Kits","2025-05-12",3,2772,0,0,2772,251.8,3023.8,3,0
"Red Light Hat  - Replacement Parts","Replacement Cord","2025-05-12",1,0,0,0,0,0,0,0,1
"(TAN) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-05-12",1,0,0,0,0,0,0,0,1
"(Z) HigherDOSE Endorphin Oil","Comp","2025-05-12",2,0,0,0,0,0,0,0,2
"Red Light Starter Kit","Rituals & Kits","2025-05-12",2,1438,0,0,1438,118.64,1556.64,2,0
"PEMF Go Mat Starter Kit","Rituals & Kits","2025-05-12",3,2217,-12.5,0,2204.5,172.71,2377.21,2,1
"(Z) HigherDOSE Mat Cover","Comp","2025-05-12",1,0,0,0,0,0,0,0,1
"SweatBand","Tools & Accessories","2025-05-12",2,98,0,0,98,8.21,106.21,2,0
"Oxytocin Kit","Rituals & Kits","2025-05-12",1,137,0,0,137,7.1,144.1,1,0
"Red Light Skin Starter Kit","Rituals & Kits","2025-05-12",4,2436,-74.15,0,2361.85,186.71,2548.56,2,2
"HigherDOSE PEMF Pro Mat","PEMF","2025-05-12",13,17733.98,-848.8,0,16885.18,1005.16,17890.34,9,3
"GO Mat Replacement Cord - US/Canada","Replacement Cord","2025-05-12",1,0,0,0,0,0,0,0,1
"Detox Drops","Lymphatic","2025-05-12",3,87,0,0,87,0,87,1,2
"(Z) SUPERCHARGE Copper Body Brush","Comp","2025-05-12",1,0,0,0,0,0,0,0,1
"HigherDOSE Heat-Activated Endorphin Oil","Body Care","2025-05-12",7,513.75,-20.3,0,493.45,38.27,531.72,3,4
"PEMF Pro Mat Starter Kit","Rituals & Kits","2025-05-12",4,5276,0,0,5276,400.31,5676.31,3,1
"Infrared PEMF Go Mat","PEMF","2025-05-12",6,4371,0,0,4371,335.57,4706.57,4,1
"Best Seller Plus Bundle","Rituals & Kits","2025-05-12",1,2391,0,0,2391,209.22,2600.22,1,0
"(Z) HIGH MAINTENANCE Cleaner","Comp","2025-05-12",1,0,0,0,0,0,0,0,1
"Sauna Blanket Bag","Tools & Accessories","2025-05-12",1,103.56,-1.24,0,102.32,0,102.32,1,0
"Sauna Blanket Starter Kit","Rituals & Kits","2025-05-12",5,4125,-51.34,0,4073.66,306.81,4380.47,3,2
"High-Dration Powder","Infrared Sauna","2025-05-12",6,234,-11.7,0,222.3,12.42,234.72,0,5
"PRO Mat Replacement Cord - US/Canada","Replacement Cord","2025-05-12",1,0,0,0,0,0,0,1,0
"HigherDOSE Serotonin Soak Salt","Body Care","2025-05-12",8,474.45,-1.81,0,472.64,37.01,509.65,0,6
"(Z) DailyDOSE Water Bottle","Accessories","2025-05-12",1,0,0,0,0,0,0,0,1
"Red Light Hat","Hair Care","2025-05-12",30,14073.17,-633.54,-449,12990.63,1038.24,14028.87,23,6
"The Sweat it Out Ritual","Rituals & Kits","2025-05-12",3,2187,0,0,2187,206.49,2393.49,3,0
"Light-Activated Glow Serum","Face & Neck","2025-05-12",10,658.95,-31.05,0,627.9,49.81,677.71,6,4
"SUPERCHARGE Copper Body Brush","Body Care","2025-05-12",4,276,-20.45,0,255.55,18.54,274.09,1,3
"LED RED Light Face Mask Hardware","Replacement Parts","2025-05-12",1,0,0,0,0,0,0,0,1
"High Maintenance Cleaner","Tools & Accessories","2025-05-12",2,138,-6.9,0,131.1,6.9,138,2,0
"Red Light Neck Enhancer","Face & Neck","2025-05-12",1,698,-88.55,-314.1,295.35,19.48,314.83,2,0
"EMF Blocking Fanny Pack","Tools & Accessories","2025-05-12",2,178,-18.89,0,159.11,10.85,169.96,1,1
"Infrared Sauna Blanket","Infrared Sauna","2025-05-12",8,6415.52,-348.24,0,6067.28,430.94,6498.22,7,1
"Mask - Replacement Cord","Replacement Cord","2025-05-12",3,0,0,0,0,0,0,1,2
"HigherDOSE Light-Activated Oxytocin Oil","Body Care","2025-05-12",1,63.75,0,0,63.75,4.79,68.54,0,1
"(BLACK) Infrared Sauna Blanket - Replacement Cord","Replacement Cord","2025-05-12",1,0,0,0,0,0,0,0,1
"(Z) Infrared Sauna Blanket","Comp","2025-05-12",1,0,0,0,0,0,0,1,0
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2025-05-12",3,1674,-34.73,0,1639.27,127.87,1767.14,2,1
"HigherDOSE Red Light Face Mask","Face & Neck","2025-05-12",22,8026.37,-591.45,-296.65,7138.27,560.23,7698.5,20,3
"Infrared Sauna Blanket Insert","Infrared Sauna","2025-05-12",6,674,-62.49,0,611.51,37.28,648.79,4,2
"HighDration Kit","Tools & Accessories","2025-05-12",3,147,0,0,147,10.79,157.79,0,2
"Wind It Down Ritual","Rituals & Kits","2025-05-12",1,169,0,0,169,13.94,182.94,0,1
"(Z) HigherDOSE Red Light Face Mask","Comp","2025-05-12",6,0,0,0,0,0,0,2,4
"Sauna Blanket Bag","Tools & Accessories","2025-05-13",-2,0,0,-158.4,-158.4,-16.03,-174.43,0,0
"Sauna Blanket Starter Kit","Rituals & Kits","2025-05-13",-1,3300,0,-3917,-617,-88.86,-705.86,3,1
"Infrared PEMF Go Mat","PEMF","2025-05-13",-3,699,-69.9,-2855,-2225.9,-172.95,-2398.85,1,0
"The Sweat it Out Ritual","Rituals & Kits","2025-05-13",2,1458,0,0,1458,51.03,1509.03,2,0
"(Z) HigherDOSE Transdermal Magnesium Spray","Comp","2025-05-13",1,0,0,0,0,0,0,0,1
"Light-Activated Glow Serum","Face & Neck","2025-05-13",6,414,-17.25,0,396.75,30.02,426.77,6,0
"SUPERCHARGE Copper Body Brush","Body Care","2025-05-13",2,138,-10.35,0,127.65,9.87,137.52,2,0
"(Z) DailyDOSE Water Bottle","Accessories","2025-05-13",1,0,0,0,0,0,0,1,0
"Red Light Hat","Hair Care","2025-05-13",23,12278.05,-1264,-1616.4,9397.65,674.74,10072.39,22,5
"(Z) HigherDOSE Serotonin Soak Salt","Comp","2025-05-13",1,0,0,0,0,0,0,1,0
"PRO Mat Replacement Cord - US/Canada","Replacement Cord","2025-05-13",1,0,0,0,0,0,0,0,1
"HigherDOSE Serotonin Soak Salt","Body Care","2025-05-13",8,552,-32.15,0,519.85,40.8,560.65,4,3
"Full Spectrum Infrared Sauna","Infrared Sauna","2025-05-13",1,8999,0,0,8999,539.94,9538.94,0,1
"High-Dration Powder","Infrared Sauna","2025-05-13",2,72.15,0,0,72.15,5.07,77.22,1,1
"Turn Me on Kit","Rituals & Kits","2025-05-13",1,745,0,0,745,48.43,793.43,1,0
"Infrared Sauna Blanket","Infrared Sauna","2025-05-13",2,6593,-800.85,-4720.65,1071.5,86.08,1157.58,9,0
"Mask - Replacement Cord","Replacement Cord","2025-05-13",2,100,0,0,100,9.2,109.2,0,2
"HigherDOSE Transdermal Magnesium Spray","Body Care","2025-05-13",1,35,0,0,35,3.06,38.06,1,0
"(Z) HigherDOSE Red Light Face Mask","Comp","2025-05-13",10,0,0,0,0,0,0,2,8
"HigherDOSE Red Light Face Mask","Face & Neck","2025-05-13",12,6644.54,-686.18,-2024.2,3934.16,277.14,4211.3,15,4
"(Z) Red Light Neck Enhancer","Comp","2025-05-13",1,0,0,0,0,0,0,1,0
"Infrared Sauna Blanket Insert","Infrared Sauna","2025-05-13",8,1132,-190.5,0,941.5,72.74,1014.24,4,4
"(Z) Soak Salt Mini","Body Care","2025-05-13",210,0,0,0,0,0,0,1,1
"(Z) Infrared Sauna Blanket","Comp","2025-05-13",7,0,0,0,0,0,0,4,3
"Red Light Face Mask and Neck Enhancer Combo","Face & Neck","2025-05-13",1,558,0,0,558,33.48,591.48,1,0
"Red Light Neck Enhancer","Face & Neck","2025-05-13",2,1070.12,-242.43,-349,478.69,19.42,498.11,2,1
"(Z) HigherDOSE Endorphin Oil","Comp","2025-05-13",2,0,0,0,0,0,0,0,2
"(Z) Red Light Hat",,"2025-05-13",3,0,0,0,0,0,0,3,0
"The Supermom Bundle","Rituals & Kits","2025-05-13",1,924,0,0,924,73.92,997.92,1,0
"(Z) High-Dration Powder","Comp","2025-05-13",10,0,0,0,0,0,0,1,0
"Endorphin Kit","Rituals & Kits","2025-05-13",2,318,-12.5,0,305.5,23.4,328.9,1,1
"(Z) Glow Serum","Comp","2025-05-13",6,0,0,0,0,0,0,2,0
"HigherDOSE Mat Cover","Tools & Accessories","2025-05-13",1,70.76,-14.15,0,56.61,7.36,63.97,1,0
"(Z) HigherDOSE Mat Cover","Comp","2025-05-13",1,0,0,0,0,0,0,0,1
"Red Light Starter Kit","Rituals & Kits","2025-05-13",3,2157,0,0,2157,173.87,2330.87,3,0
"PEMF Go Mat Starter Kit","Rituals & Kits","2025-05-13",2,2956,-100,-1478,1378,31.08,1409.08,2,1
"GO Mat Replacement Cord - US/Canada","Replacement Cord","2025-05-13",2,0,0,0,0,0,0,0,2
"DailyDOSE Time-Marked Glass Water Bottle","Tools & Accessories","2025-05-13",3,117,0,0,117,10.1,127.1,2,0
"Red Light Skin Starter Kit","Rituals & Kits","2025-05-13",7,4263,-21,0,4242,274.23,4516.23,6,1
"HigherDOSE PEMF Pro Mat","PEMF","2025-05-13",1,6588.09,-650.37,-5079,858.72,200.8,1059.52,4,1
"Daily Dose Ritual","Body Care","2025-05-13",1,109,0,0,109,5.45,114.45,1,0
"(Z) Oxytocin Oil ( Full Size Sample)","Comp","2025-05-13",6,0,0,0,0,0,0,1,1
"SweatBand","Tools & Accessories","2025-05-13",2,98,0,0,98,7.96,105.96,2,0
"(Z) Infrared PEMF Go Mat","Comp","2025-05-13",6,0,0,0,0,0,0,4,1
"100% Organic Cotton Bath Robe","Tools & Accessories","2025-05-13",1,159,0,0,159,11.13,170.13,1,0
"PEMF Pro Mat Starter Kit","Rituals & Kits","2025-05-13",3,6595,0,-2638,3957,282.94,4239.94,5,0
"HigherDOSE Heat-Activated Endorphin Oil","Body Care","2025-05-13",2,127.5,0,0,127.5,4.05,131.55,1,1
"(Z) Infrared Sauna Blanket Insert ( All variants)","Comp","2025-05-13",5,0,0,0,0,0,0,4,1
"Detox Drops","Lymphatic","2025-05-13",4,107.3,-7.95,0,99.35,6.81,106.16,1,3
"Epic Bundle","Rituals & Kits","2025-05-14",1,1199,0,0,1199,71.94,1270.94,1,0
"Endorphin Kit","Rituals & Kits","2025-05-14",2,318,0,0,318,23.87,341.87,2,0
"(DEPOSIT ONLY) Full Spectrum Infrared Sauna","Infrared Sauna","2025-05-14",-1,0,0,-3049.5,-3049.5,-236.33,-3285.83,0,0
"Red Light Starter Kit","Rituals & Kits","2025-05-14",1,1438,-58.05,-627,752.95,51.79,804.74,1,1
"PEMF Go Mat Starter Kit","Rituals & Kits","2025-05-14",2,1478,0,0,1478,124.72,1602.72,2,0
"HigherDOSE Mat Cover","Tools & Accessories","2025-05-14",1,59,0,0,59,3.54,62.54,0,1
"(Z) HigherDOSE Endorphin Oil","Comp","2025-05-14",1,0,0,0,0,0,0,0,1
"EMF Blocking Fanny Pack","Tools & Accessories","2025-05-14",1,89,0,0,89,6.01,95.01,0,1
"Red Light Neck Enhancer","Face & Neck","2025-05-14",0,349,0,-279.2,69.8,5.77,75.57,1,0
"(Z) Red Light Hat",,"2025-05-14",1,0,0,0,0,0,0,0,1
"PEMF Pro Mat Starter Kit","Rituals & Kits","2025-05-14",6,7914,0,0,7914,654.58,8568.58,4,2
"Detox Drops","Lymphatic","2025-05-14",1,24.65,0,0,24.65,2.28,26.93,0,1
"HigherDOSE Heat-Activated Endorphin Oil","Body Care","2025-05-14",1,75,-7.5,0,67.5,5.58,73.08,0,1
"HigherDOSE PEMF Pro Mat","PEMF","2025-05-14",4,5401.77,-474.66,0,4927.11,526.8,5453.91,3,1
"GO Mat Replacement Cord - US/Canada","Replacement Cord","2025-05-14",0,0,0,0,0,0,0,0,1
"DailyDOSE Time-Marked Glass Water Bottle","Tools & Accessories","2025-05-14",1,39,0,0,39,2.73,41.73,1,0
"SweatBand","Tools & Accessories","2025-05-14",3,147,-9.8,0,137.2,10.83,148.03,2,1
"Red Light Hat","Hair Care","2025-05-14",20,9489.08,-558.95,-489.59,8440.54,538.5,8979.04,17,4
"The Sweat it Out Ritual","Rituals & Kits","2025-05-14",1,729,0,0,729,64.7,793.7,1,0
"Light-Activated Glow Serum","Face & Neck","2025-05-14",6,401.8,-7.78,0,394.02,27.19,421.21,1,5
"SUPERCHARGE Copper Body Brush","Body Care","2025-05-14",5,345,-31.05,0,313.95,25.38,339.33,4,0
"High-Dration Powder","Infrared Sauna","2025-05-14",7,243.75,-23.4,0,220.35,10.53,230.88,1,4
"Full Spectrum Infrared Sauna","Infrared Sauna","2025-05-14",1,7999,0,0,7999,779.91,8778.91,1,0
"eGift Card","Gift Card","2025-05-14",2,200,0,0,200,0,200,0,1
"HigherDOSE Serotonin Soak Salt","Body Care","2025-05-14",8,501.6,-20.91,0,480.69,30.89,511.58,2,6
"Sauna Blanket Starter Kit","Rituals & Kits","2025-05-14",2,1650,0,0,1650,122.73,1772.73,2,0
"Add-on Red Light Panel",,"2025-05-14",1,1599,0,0,1599,155.91,1754.91,1,0
